	gene	str	chr	promoter_start	promoter_end
6790	Gm42906	-1	chr5	151428163	151430163
6791	Bcan	-1	chr3	88000230	88002230
6792	Myh8	1	chr11	67275123	67277123
6793	Ces1c	-1	chr8	93131283	93133283
6794	Dot1l	1	chr10	80753205	80755205
6795	Caps2	1	chr10	112161620	112163620
6796	1810030O07Rik	-1	chrX	12673668	12675668
6797	Sh3gl2	1	chr4	85203125	85205125
6798	Apoa1	1	chr9	46226579	46228579
6799	Ctnnbl1	1	chr2	157735400	157737400
6800	D6Ertd527e	1	chr6	87102745	87104745
6801	Lgi3	1	chr14	70528684	70530684
6802	Naa40	-1	chr19	7241183	7243183
6803	Cts8	-1	chr13	61255358	61257358
6804	B4galt4	1	chr16	38740263	38742263
6805	Ccdc185	-1	chr1	182749180	182751180
6806	Btbd35f11	-1	chrX	3443690	3445690
6807	Zfyve1	-1	chr12	83597222	83599222
6808	Gsr	1	chr8	33650522	33652522
6809	Trappc4	-1	chr9	44407600	44409600
6810	Rab3c	-1	chr13	110280996	110282996
6811	Gm10024	1	chr10	77709456	77711456
6812	Bmp1	-1	chr14	70520234	70522234
6813	Gm3250	-1	chr10	77782542	77784542
6814	Pebp1	-1	chr5	117287625	117289625
6815	Krtap12-1	1	chr10	77718598	77720598
6816	Ugt3a1	1	chr15	9274887	9276887
6817	Cdk5rap2	-1	chr4	70410443	70412443
6818	Gm9639	-1	chr10	77795076	77797076
6819	Blcap	-1	chr2	157571274	157573274
6820	Gm10318	1	chr10	77850858	77852858
6821	Copb1	-1	chr7	114254711	114256711
6822	AU021092	-1	chr16	5222299	5224299
6823	Gm10100	1	chr10	77724485	77726485
6824	Olfr203	1	chr16	59296880	59298880
6825	Gm10142	1	chr10	77713806	77715806
6826	Gm3238	-1	chr10	77771325	77773325
6827	Olfr204	-1	chr16	59318248	59320248
6828	Gm9736	-1	chr10	77751354	77753354
6829	Plekha2	-1	chr8	25102376	25104376
6830	Med11	1	chr11	70449918	70451918
6831	Arhgef12	-1	chr9	43107239	43109239
6832	Nnat	1	chr2	157558077	157560077
6833	Myh4	1	chr11	67236028	67238028
6834	Exo1	1	chr1	175878580	175880580
6835	Neurl2	-1	chr2	164833456	164835456
6836	Pdhb	-1	chr14	8173025	8175025
6837	Tmem270	-1	chr5	134906733	134908733
6838	Pparg	1	chr6	115358950	115360950
6839	2310030G06Rik	-1	chr9	50746536	50748536
6840	Angptl7	-1	chr4	148500460	148502460
6841	Cfap74	1	chr4	155407189	155409189
6842	Slc5a4a	1	chr10	76145450	76147450
6843	Jtb	1	chr3	90229596	90231596
6844	Nop2	1	chr6	125129908	125131908
6845	Clcn2	-1	chr16	20717746	20719746
6846	Gps2	1	chr11	69911887	69913887
6847	Rnf26	-1	chr9	44113517	44115517
6848	Mtor	1	chr4	148446610	148448610
6849	Klra6	-1	chr6	130026954	130028954
6850	Cacng3	1	chr7	122668491	122670491
6851	Hspb2	-1	chr9	50752354	50754354
6852	Gm49380	-1	chr9	44113500	44115500
6853	Stk38l	1	chr6	146722994	146724994
6854	Nup93	1	chr8	94212563	94214563
6855	Cryab	1	chr9	50749324	50751324
6856	Rab23	1	chr1	33717886	33719886
6857	Mfrp	1	chr9	44099728	44101728
6858	Cbln1	-1	chr8	87472609	87474609
6859	Rpl22l1	1	chr3	28803435	28805435
6860	Khnyn	1	chr14	55882946	55884946
6861	Rgs7bp	-1	chr13	105054930	105056930
6862	Eci1	1	chr17	24424640	24426640
6863	Bcar1	-1	chr8	111743809	111745809
6864	Ankle1	1	chr8	71404009	71406009
6865	Creb3l4	-1	chr3	90243512	90245512
6866	Klra4	-1	chr6	130067271	130069271
6867	Olfr872	1	chr9	20235118	20237118
6868	Sorcs3	1	chr19	48204024	48206024
6869	Rtl3	-1	chrX	106840644	106842644
6870	Tmem47	1	chrX	81068697	81070697
6871	Lmod1	1	chr1	135322806	135324806
6872	Nt5el	1	chr13	105080121	105082121
6873	Trim58	1	chr11	58638464	58640464
6874	Sdr39u1	-1	chr14	55900293	55902293
6875	Lpar4	1	chrX	106918624	106920624
6876	Gata4	-1	chr14	63271692	63273692
6877	Uba5	-1	chr9	104063134	104065134
6878	Plekhm2	-1	chr4	141664899	141666899
6879	Cyp2c66	1	chr19	39111897	39113897
6880	Ccdc186	-1	chr19	56822190	56824190
6881	Foxs1	-1	chr2	152933208	152935208
6882	Olfr39	1	chr9	20280350	20282350
6883	Ptgfr	-1	chr3	151837630	151839630
6884	Prdx3	-1	chr19	60874556	60876556
6885	Zdhhc20	-1	chr14	57890276	57892276
6886	Frrs1	1	chr3	116857463	116859463
6887	Ptch2	1	chr4	117094074	117096074
6888	Fzd7	1	chr1	59480423	59482423
6889	Vwa5b2	1	chr16	20587470	20589470
6890	Slc16a4	1	chr3	107289229	107291229
6891	Shisa4	-1	chr1	135375237	135377237
6892	Cldn13	-1	chr5	134915526	134917526
6893	Tmem126a	-1	chr7	90457229	90459229
6894	Kcnc3	1	chr7	44588663	44590663
6895	Cltb	-1	chr13	54611344	54613344
6896	Klra7	-1	chr6	130233322	130235322
6897	Dmrta2	1	chr4	109976052	109978052
6898	Mxi1	1	chr19	53308517	53310517
6899	Commd4	-1	chr9	57158331	57160331
6900	Exosc10	1	chr4	148556428	148558428
6901	Cdc42	-1	chr4	137357720	137359720
6902	Htra4	-1	chr8	25038962	25040962
6903	Blk	-1	chr14	63417037	63419037
6904	Ctsr	-1	chr13	61164256	61166256
6905	Dkk1	-1	chr19	30549665	30551665
6906	Olfr205	-1	chr16	59331138	59333138
6907	Grk5	1	chr19	60887748	60889748
6908	Atp23	-1	chr10	126901355	126903355
6909	Kl	1	chr5	150950606	150952606
6910	Gm28305	1	chr9	104038661	104040661
6911	Orc6	1	chr8	85297631	85299631
6912	Ackr4	-1	chr9	104126933	104128933
6913	Hpgds	-1	chr6	65144908	65146908
6914	Zfp385b	-1	chr2	77819639	77821639
6915	Ccdc84	-1	chr9	44418569	44420569
6916	Nphp3	1	chr9	104000543	104002543
6917	Gfpt1	1	chr6	87040845	87042845
6918	F2rl3	1	chr8	72759879	72761879
6919	Olfr873	1	chr9	20296531	20298531
6920	Manba	1	chr3	135483610	135485610
6921	Lin52	1	chr12	84449421	84451421
6922	Zfp950	-1	chr19	61140840	61142840
6923	Olfr206	-1	chr16	59349246	59351246
6924	Duoxa2	1	chr2	122296899	122298899
6925	Clip3	1	chr7	30289727	30291727
6926	Slc39a1	1	chr3	90246171	90248171
6927	Olfr209	-1	chr16	59363993	59365993
6928	Olfr322	1	chr11	58656781	58658781
6929	Dusp15	-1	chr2	152951698	152953698
6930	Ap4s1	1	chr12	51689032	51691032
6931	Rpusd3	-1	chr6	113419340	113421340
6932	Duoxa1	-1	chr2	122313730	122315730
6933	Hdgfl2	1	chr17	56077633	56079633
6934	Fer	1	chr17	63861061	63863061
6935	Cyp2c29	1	chr19	39267404	39269404
6936	Rps11	-1	chr7	45124439	45126439
6937	H2-Ke6	-1	chr17	34028060	34030060
6938	Vps35	-1	chr8	85299802	85301802
6939	Capn8	1	chr1	182563006	182565006
6940	Nek6	1	chr2	38509642	38511642
6941	Strn3	-1	chr12	51691897	51693897
6942	Becn1	-1	chr11	101302286	101304286
6943	A830005F24Rik	1	chr13	48511569	48513569
6944	Zfp217	-1	chr2	170148103	170150103
6945	Timmdc1	-1	chr16	38522663	38524663
6946	Tex15	1	chr8	33514737	33516737
6947	Rbms1	-1	chr2	60963192	60965192
6948	Nudt4	-1	chr10	95564146	95566146
6949	Cfdp1	-1	chr8	111854291	111856291
6950	Nr1i3	1	chr1	171211969	171213969
6951	Cts6	-1	chr13	61203410	61205410
6952	Olfr18	-1	chr9	20336094	20338094
6953	Tmem170	-1	chr8	111876750	111878750
6954	Tprg	1	chr16	25284816	25286816
6955	P2ry10	1	chrX	107086491	107088491
6956	Mtdh	1	chr15	34080693	34082693
6957	Btbd35f23	1	chrX	3074874	3076874
6958	Eef1akmt4	1	chr16	20609592	20611592
6959	Edar	-1	chr10	58675654	58677654
6960	Btbd35f24	-1	chrX	3195827	3197827
6961	Fcrla	-1	chr1	170927583	170929583
6962	Olfr320	1	chr11	58679098	58681098
6963	Chst5	-1	chr8	111910447	111912447
6964	Dkk4	1	chr8	22622042	22624042
6965	Ube2e2	-1	chr14	18894267	18896267
6966	Kctd6	1	chr14	8212139	8214139
6967	Tmem126b	-1	chr7	90476001	90478001
6968	Vamp5	-1	chr6	72380468	72382468
6969	Eif3j2	-1	chr18	43477796	43479796
6970	Vmn1r54	1	chr6	90244299	90246299
6971	Ece2	1	chr16	20627827	20629827
6972	Wdfy4	-1	chr14	33185508	33187508
6973	P2ry10b	1	chrX	107146926	107148926
6974	Slc30a6	1	chr17	74393607	74395607
6975	Rars	-1	chr11	35834506	35836506
6976	Polr2h	1	chr16	20715664	20717664
6977	Pkia	1	chr3	7364668	7366668
6978	Olfr319	1	chr11	58697161	58699161
6979	Olfr318	-1	chr11	58724014	58726014
6980	Vcpip1	-1	chr1	9748382	9750382
6981	Ppp2cb	1	chr8	33597624	33599624
6982	Cep76	-1	chr18	67641336	67643336
6983	Acad11	1	chr9	104061376	104063376
6984	Hectd1	-1	chr12	51829536	51831536
6985	Spi1	1	chr2	91080389	91082389
6986	Sftpc	-1	chr14	70524081	70526081
6987	Ubxn8	-1	chr8	33641967	33643967
6988	Cwc22	-1	chr2	77946375	77948375
6989	Pfn1	-1	chr11	70654644	70656644
6990	Psma1	-1	chr7	114276118	114278118
6991	Fam131a	1	chr16	20691240	20693240
6992	Plin4	-1	chr17	56109803	56111803
6993	Slc39a7	-1	chr17	34031682	34033682
6994	Serpinb6d	1	chr13	33659404	33661404
6995	Megf9	-1	chr4	70534995	70536995
6996	Large1	-1	chr8	73353540	73355540
6997	Vamp8	-1	chr6	72390703	72392703
6998	Rnf167	1	chr11	70645234	70647234
6999	Tm2d3	1	chr7	65689168	65691168
7000	1600014C23Rik	-1	chr17	45733844	45735844
7001	Mast3	-1	chr8	70805054	70807054
7002	Gpr174	1	chrX	107253877	107255877
7003	Fam187b	1	chr7	30971789	30973789
7004	Gm38100	1	chr1	175918328	175920328
7005	Lrrc18	1	chr14	32989381	32991381
7006	Rbm15	-1	chr3	107333673	107335673
7007	Palmd	-1	chr3	116968987	116970987
7008	Cela3a	-1	chr4	137409791	137411791
7009	Zmynd15	1	chr11	70457432	70459432
7010	Prkg1	-1	chr19	31765033	31767033
7011	Tomm40l	-1	chr1	171222514	171224514
7012	Olfr317	-1	chr11	58739212	58741212
7013	Polb	-1	chr8	22653435	22655435
7014	Olfr316	1	chr11	58750733	58752733
7015	Nipsnap2	1	chr5	129723062	129725062
7016	Ugt3a2	1	chr15	9333549	9335549
7017	Dazap2	1	chr15	100613348	100615348
7018	Enpep	-1	chr3	129332720	129334720
7019	Tlcd5	-1	chr9	43116570	43118570
7020	BC048671	1	chr6	90299218	90301218
7021	Psmb7	-1	chr2	38644087	38646087
7022	Olfr251	1	chr9	38375085	38377085
7023	4930455H04Rik	1	chr3	116966266	116968266
7024	Acad12	-1	chr5	121618938	121620938
7025	Tarsl2	1	chr7	65642897	65644897
7026	Cstf2t	1	chr19	31080836	31082836
7027	Adamtsl1	1	chr4	85512171	85514171
7028	Cntd1	1	chr11	101277011	101279011
7029	Zc2hc1a	1	chr3	7501482	7503482
7030	Gabbr1	1	chr17	37043965	37045965
7031	Smagp	-1	chr15	100636940	100638940
7032	Rbm8a2	-1	chr1	175979114	175981114
7033	Lage3	-1	chrX	74353618	74355618
7034	Pld5	-1	chr1	176275312	176277312
7035	Gm11232	-1	chr4	71757965	71759965
7036	Slc25a11	-1	chr11	70647479	70649479
7037	Stom	-1	chr2	35336976	35338976
7038	Zfp560	-1	chr9	20385177	20387177
7039	Coa3	-1	chr11	101279114	101281114
7040	Bcas1	-1	chr2	170427845	170429845
7041	Klra1	-1	chr6	130386874	130388874
7042	Kcnc4	-1	chr3	107459552	107461552
7043	Hid1	-1	chr11	115367756	115369756
7044	Slc10a3	-1	chrX	74373349	74375349
7045	Ptpdc1	-1	chr13	48625664	48627664
7046	Gabrr3	1	chr16	59405331	59407331
7047	Ssr1	-1	chr13	37994217	37996217
7048	Igf2	-1	chr7	142666816	142668816
7049	Cxcl16	-1	chr11	70459984	70461984
7050	Rab21	-1	chr10	115315594	115317594
7051	Atp6ap2	1	chrX	12585800	12587800
7052	Pde6h	1	chr6	136921831	136923831
7053	Prpf19	1	chr19	10893230	10895230
7054	Bin2	-1	chr15	100669553	100671553
7055	Slc25a26	1	chr6	94498330	94500330
7056	Ubl4a	-1	chrX	74373218	74375218
7057	Utp20	-1	chr10	88826804	88828804
7058	Slc13a5	-1	chr11	72267222	72269222
7059	Vsx2	1	chr12	84567761	84569761
7060	Arhgdib	-1	chr6	136941899	136943899
7061	Lhfpl4	-1	chr6	113195384	113197384
7062	Dnase1l2	-1	chr17	24443105	24445105
7063	B3gntl1	-1	chr11	121673153	121675153
7064	Acat3	-1	chr17	12940600	12942600
7065	Rps25	1	chr9	44405138	44407138
7066	4930550L24Rik	1	chrX	58907359	58909359
7067	Tspyl3	-1	chr2	153225441	153227441
7068	Zfp648	1	chr1	154199186	154201186
7069	Galc	-1	chr12	98259459	98261459
7070	Plagl2	-1	chr2	153241426	153243426
7071	Klra9	-1	chr6	130193112	130195112
7072	Cndp1	-1	chr18	84650095	84652095
7073	Bmper	1	chr9	23221075	23223075
7074	Pja2	-1	chr17	64331916	64333916
7075	Plin5	-1	chr17	56117596	56119596
7076	Zfp62	1	chr11	49201291	49203291
7077	Hmga1	1	chr17	27554496	27556496
7078	4930595M18Rik	-1	chrX	81458121	81460121
7079	Chst13	-1	chr6	90325185	90327185
7080	Fgf13	-1	chrX	59568071	59570071
7081	Tcp1	1	chr17	12913700	12915700
7082	Lrig1	-1	chr6	94700158	94702158
7083	Gm49394	-1	chr7	142669942	142671942
7084	Tmcc3	1	chr10	94309948	94311948
7085	Klra8	-1	chr6	130129898	130131898
7086	Cd40lg	1	chrX	57210142	57212142
7087	Gm19668	-1	chr10	77799133	77801133
7088	Parm1	1	chr5	91515614	91517614
7089	Gm7137	-1	chr10	77788200	77790200
7090	Slc6a3	1	chr13	73534746	73536746
7091	Duox2	-1	chr2	122298449	122300449
7092	Krtap10-10	1	chr10	77833946	77835946
7093	Gm49918	1	chr10	77812681	77814681
7094	Pakap	1	chr4	57566178	57568178
7095	P2ry2	-1	chr7	101012866	101014866
7096	Chd6	-1	chr2	161109075	161111075
7097	1700008P02Rik	-1	chr3	6620443	6622443
7098	Gm36176	1	chr10	77844802	77846802
7099	Gm18596	-1	chr10	77742638	77744638
7100	Ifi44l	-1	chr3	151762892	151764892
7101	Sfxn4	-1	chr19	60861479	60863479
7102	Gm3233	-1	chr10	77759682	77761682
7103	Fcrlb	-1	chr1	170912941	170914941
7104	Gm9508	-1	chr10	77697233	77699233
7105	Olfr692	1	chr7	105366229	105368229
7106	Mars2	1	chr1	55235176	55237176
7107	Phactr4	-1	chr4	132422489	132424489
7108	Nup210l	1	chr3	90102131	90104131
7109	Gm5134	1	chr10	75952513	75954513
7110	Olfml2b	1	chr1	170642531	170644531
7111	Gm5136	-1	chr10	108700160	108702160
7112	Clec4b1	1	chr6	123047961	123049961
7113	Zfp40	-1	chr17	23193252	23195252
7114	Gm12695	-1	chr4	96785186	96787186
7115	Tph2	-1	chr10	115185022	115187022
7116	Klf3	1	chr5	64801387	64803387
7117	Miip	-1	chr4	147868816	147870816
7118	Nasp	-1	chr4	116627941	116629941
7119	Ttc16	-1	chr2	32775633	32777633
7120	Elovl1	1	chr4	118426092	118428092
7121	Ifnar1	1	chr16	91483237	91485237
7122	Otop2	1	chr11	115305162	115307162
7123	Olfr291	1	chr7	84851552	84853552
7124	Atp6ap1l	-1	chr13	90905355	90907355
7125	Kcna3	1	chr3	107034168	107036168
7126	Prkcb	1	chr7	122286750	122288750
7127	Nans	1	chr4	46487247	46489247
7128	Rab40b	-1	chr11	121388251	121390251
7129	Lonp2	1	chr8	86622042	86624042
7130	Olfr290	1	chr7	84911074	84913074
7131	Tnfsf8	-1	chr4	63861347	63863347
7132	Prpf39	1	chr12	65034332	65036332
7133	Odf3l2	-1	chr10	79645738	79647738
7134	Aym1	1	chr5	113355293	113357293
7135	Ush1g	-1	chr11	115322041	115324041
7136	Boll	-1	chr1	55363469	55365469
7137	Ccdc89	1	chr7	90424576	90426576
7138	Ces2f	1	chr8	104945355	104947355
7139	Lpcat2b	1	chr5	107429548	107431548
7140	1300017J02Rik	-1	chr9	103305082	103307082
7141	Sestd1	-1	chr2	77280592	77282592
7142	Fech	-1	chr18	64490251	64492251
7143	Mrps5	1	chr2	127585221	127587221
7144	Tmcc1	-1	chr6	116193486	116195486
7145	Mrps31	1	chr8	22409360	22411360
7146	Ephx4	1	chr5	107400735	107402735
7147	Vmn1r49	-1	chr6	90078506	90080506
7148	Grik4	-1	chr9	42944493	42946493
7149	Slc43a3	1	chr2	84934578	84936578
7150	Pyroxd2	-1	chr19	42752775	42754775
7151	Mybl1	-1	chr1	9700209	9702209
7152	Pank3	1	chr11	35767483	35769483
7153	Clgn	1	chr8	83387866	83389866
7154	Spdye4a	-1	chr5	143226890	143228890
7155	Fgr	1	chr4	132972094	132974094
7156	Usp40	-1	chr1	88008551	88010551
7157	Fhl2	-1	chr1	43196984	43198984
7158	Lrrc8a	1	chr2	30235714	30237714
7159	Cdc20	-1	chr4	118437352	118439352
7160	Csf3r	1	chr4	126022549	126024549
7161	Dpysl3	-1	chr18	43438286	43440286
7162	Amotl1	-1	chr9	14645056	14647056
7163	Kcna2	1	chr3	107099145	107101145
7164	2310061I04Rik	-1	chr17	35897431	35899431
7165	Med31	-1	chr11	72215592	72217592
7166	Aldh2	-1	chr5	121593824	121595824
7167	Tubb6	1	chr18	67388716	67390716
7168	Topbp1	1	chr9	103303214	103305214
7169	Hoxb4	1	chr11	96316266	96318266
7170	Hrob	1	chr11	102246881	102248881
7171	Rps27	-1	chr3	90213651	90215651
7172	Pop5	1	chr5	115233835	115235835
7173	Htatsf1	1	chrX	57051582	57053582
7174	Usp39	-1	chr6	72345184	72347184
7175	Cdkn2c	-1	chr4	109667189	109669189
7176	4930563E22Rik	1	chr11	72213137	72215137
7177	Vmn2r114	-1	chr17	23312537	23314537
7178	Vmn2r65	-1	chr7	84964115	84966115
7179	Otud7a	1	chr7	63442750	63444750
7180	Fkbp3	-1	chr12	65074007	65076007
7181	Svbp	1	chr4	119193305	119195305
7182	Galnt7	-1	chr8	57653032	57655032
7183	Sp140	1	chr1	85598377	85600377
7184	Pnn	1	chr12	59064883	59066883
7185	Crabp2	1	chr3	87946665	87948665
7186	Amn	1	chr12	111269094	111271094
7187	Mal	-1	chr2	127656695	127658695
7188	Snorc	1	chr1	87468270	87470270
7189	Klri2	-1	chr6	129740484	129742484
7190	Smg6	1	chr11	74923822	74925822
7191	Lhx2	1	chr2	38337280	38339280
7192	Tor2a	1	chr2	32755233	32757233
7193	Ndufv3	1	chr17	31518114	31520114
7194	Olfr332	-1	chr11	58492555	58494555
7195	Fam171b	1	chr2	83810635	83812635
7196	Nabp1	-1	chr1	51478425	51480425
7197	Mdm4	-1	chr1	133030561	133032561
7198	Hoxb3	1	chr11	96321325	96323325
7199	0610030E20Rik	1	chr6	72345316	72347316
7200	Rnf10	-1	chr5	115272898	115274898
7201	Ndufaf5	1	chr2	140168648	140170648
7202	Srcin1	-1	chr11	97576186	97578186
7203	Ces1a	-1	chr8	93048192	93050192
7204	Map6	1	chr7	99265446	99267446
7205	Agpat1	1	chr17	34602261	34604261
7206	Rimbp2	-1	chr5	128953486	128955486
7207	Fap	-1	chr2	62574075	62576075
7208	Otop3	1	chr11	115332730	115334730
7209	Isg15	-1	chr4	156200796	156202796
7210	Adgra2	1	chr8	27083582	27085582
7211	Hoxb2	1	chr11	96348524	96350524
7212	Clec4a2	1	chr6	123104427	123106427
7213	Bnc2	-1	chr4	84675275	84677275
7214	Tulp1	-1	chr17	28365222	28367222
7215	Zfp11	-1	chr5	129670099	129672099
7216	Vmn2r115	1	chr17	23341740	23343740
7217	Nfu1	1	chr6	87007235	87009235
7218	Fam45a	1	chr19	60809584	60811584
7219	Tmem273	1	chr14	32783962	32785962
7220	Insl6	-1	chr19	29325356	29327356
7221	Septin14	-1	chr5	129708512	129710512
7222	Dglucy	1	chr12	100777056	100779056
7223	Taok3	1	chr5	117118128	117120128
7224	Olfr729	-1	chr14	50152910	50154910
7225	Gata1	-1	chrX	7978071	7980071
7226	Btg1b	-1	chrX	38018815	38020815
7227	Fabp7	1	chr10	57782880	57784880
7228	Mrpl42	-1	chr10	95501940	95503940
7229	Olfr866	-1	chr9	20028035	20030035
7230	Olfr730	-1	chr14	50188198	50190198
7231	Vmn2r84	-1	chr10	130394332	130396332
7232	Prim2	-1	chr1	33669795	33671795
7233	Atf6	-1	chr1	170867771	170869771
7234	Gsn	1	chr2	35254379	35256379
7235	Rln1	-1	chr19	29334670	29336670
7236	Btnl9	-1	chr11	49187159	49189159
7237	Olfr867	-1	chr9	20057562	20059562
7238	Klrh1	-1	chr6	129784270	129786270
7239	Hsd3b4	-1	chr3	98510514	98512514
7240	Fam170b	1	chr14	32831961	32833961
7241	Ranbp2	1	chr10	58444919	58446919
7242	Zswim3	1	chr2	164803097	164805097
7243	Mrgprh	1	chr17	12874033	12876033
7244	Letmd1	1	chr15	100467022	100469022
7245	Rab13	1	chr3	90211694	90213694
7246	Hsd3b5	-1	chr3	98630252	98632252
7247	Polr3d	-1	chr14	70443447	70445447
7248	Art4	-1	chr6	136857733	136859733
7249	Gm4450	-1	chr3	98457126	98459126
7250	Nhlrc1	-1	chr13	47014850	47016850
7251	Zswim1	1	chr2	164820685	164822685
7252	Egfl8	-1	chr17	34615971	34617971
7253	Zfp84	1	chr7	29766551	29768551
7254	Myo10	1	chr15	25620524	25622524
7255	Spata25	-1	chr2	164828537	164830537
7256	Epgn	1	chr5	91025463	91027463
7257	Tet3	-1	chr6	83459084	83461084
7258	Idh1	-1	chr1	65186500	65188500
7259	Fn3krp	1	chr11	121419400	121421400
7260	Srr	-1	chr11	74925948	74927948
7261	Dgkd	1	chr1	87851286	87853286
7262	Scoc	-1	chr8	83458391	83460391
7263	Hsd3b3	-1	chr3	98763127	98765127
7264	2610028H24Rik	1	chr10	76447080	76449080
7265	Pknox1	1	chr17	31562733	31564733
7266	Neil2	-1	chr14	63193856	63195856
7267	Brf2	-1	chr8	27128680	27130680
7268	Bsdc1	1	chr4	129459580	129461580
7269	Glod5	-1	chrX	8018492	8020492
7270	Slc22a5	-1	chr11	53891660	53893660
7271	Gm10681	-1	chr3	98588807	98590807
7272	Kcna10	1	chr3	107181055	107183055
7273	Pex12	-1	chr11	83302586	83304586
7274	Ereg	1	chr5	91072621	91074621
7275	Ring1	-1	chr17	34024680	34026680
7276	Tshz1	-1	chr18	84087706	84089706
7277	Ybey	-1	chr10	76469114	76471114
7278	Zfp697	1	chr3	98380460	98382460
7279	Phyhip	1	chr14	70455475	70457475
7280	Zfp280b	1	chr10	76030649	76032649
7281	Mcm3ap	1	chr10	76466926	76468926
7282	Smim19	-1	chr8	22476882	22478882
7283	Olfr686	-1	chr7	105207485	105209485
7284	Tpx2	1	chr2	152845963	152847963
7285	Zadh2	1	chr18	84086062	84088062
7286	Las1l	-1	chrX	95956962	95958962
7287	Nfia	1	chr4	97770733	97772733
7288	Hsd3b2	-1	chr3	98724543	98726543
7289	Spink10	1	chr18	62546910	62548910
7290	Adgrl4	1	chr3	151435886	151437886
7291	Man2b1	1	chr8	85081269	85083269
7292	Wrn	-1	chr8	33385527	33387527
7293	Pex2	-1	chr3	5576239	5578239
7294	Olfr331	-1	chr11	58502572	58504572
7295	Rps23	1	chr13	90920957	90922957
7296	Olfr731	-1	chr14	50241866	50243866
7297	Wscd2	1	chr5	113488332	113490332
7298	Mall	-1	chr2	127729932	127731932
7299	Slc20a2	1	chr8	22474787	22476787
7300	Afg3l2	-1	chr18	67449172	67451172
7301	Dpysl4	1	chr7	139084000	139086000
7302	Myh1	1	chr11	67198051	67200051
7303	Smpdl3a	1	chr10	57792334	57794334
7304	Ces2g	1	chr8	104959717	104961717
7305	Ap2b1	1	chr11	83297023	83299023
7306	Gpr68	-1	chr12	100908198	100910198
7307	5730455P16Rik	-1	chr11	80378034	80380034
7308	Slco5a1	-1	chr1	12992650	12994650
7309	Csrnp2	-1	chr15	100495488	100497488
7310	Pla1a	-1	chr16	38433145	38435145
7311	Lgals3	1	chr14	47365750	47367750
7312	Dgat1	-1	chr15	76511953	76513953
7313	Nfat5	1	chr8	107291469	107293469
7314	Unc13b	1	chr4	43056952	43058952
7315	Zfp30	1	chr7	29781997	29783997
7316	Cdv3	-1	chr9	103365840	103367840
7317	Wdr18	1	chr10	79958151	79960151
7318	Zfp64	-1	chr2	168955587	168957587
7319	Fbll1	-1	chr11	35798884	35800884
7320	Adprh	-1	chr16	38452703	38454703
7321	Brwd1	-1	chr16	96082526	96084526
7322	Arl6ip6	1	chr2	53189725	53191725
7323	Tmem109	-1	chr19	10882001	10884001
7324	Malsu1	1	chr6	49071794	49073794
7325	Glipr1l1	1	chr10	112058188	112060188
7326	AW822073	-1	chr10	58224930	58226930
7327	Gm49027	-1	chr5	123525488	123527488
7328	Atg10	-1	chr13	91223968	91225968
7329	Spink13	-1	chr18	62741387	62743387
7330	B3gnt4	1	chr5	123508459	123510459
7331	Snrnp40	1	chr4	130358131	130360131
7332	Igf2bp3	-1	chr6	49214957	49216957
7333	Herc3	1	chr6	58829464	58831464
7334	Acad9	1	chr3	36063978	36065978
7335	Diablo	-1	chr5	123524176	123526176
7336	Rasgef1b	-1	chr5	99729065	99731065
7337	Chrne	-1	chr11	70619216	70621216
7338	Mrps15	1	chr4	126044924	126046924
7339	Nop16	-1	chr13	54590090	54592090
7340	Spink7	-1	chr18	62596327	62598327
7341	Magi1	-1	chr6	94283917	94285917
7342	Srek1ip1	1	chr13	104790483	104792483
7343	Gm36368	-1	chr18	62579152	62581152
7344	Crebzf	1	chr7	90440728	90442728
7345	Clcnkb	-1	chr4	141416014	141418014
7346	Vdac1	1	chr11	52358859	52360859
7347	Olfr49	-1	chr14	54284939	54286939
7348	Insm1	1	chr2	146219920	146221920
7349	Olfr330	-1	chr11	58534836	58536836
7350	Polr1c	-1	chr17	46248054	46250054
7351	Sell	1	chr1	164059981	164061981
7352	Fam131b	-1	chr6	42324643	42326643
7353	Cym	-1	chr3	107221732	107223732
7354	Prox1	-1	chr1	190170714	190172714
7355	Fndc3c1	-1	chrX	106485401	106487401
7356	Olfr329	-1	chr11	58546422	58548422
7357	Cwc27	-1	chr13	104817142	104819142
7358	Tm2d2	1	chr8	25015210	25017210
7359	Ube2ql1	-1	chr13	69739889	69741889
7360	4930544D05Rik	1	chr11	70613847	70615847
7361	Higd2a	1	chr13	54588206	54590206
7362	Fbln5	-1	chr12	101819055	101821055
7363	Cyp2c55	1	chr19	39005018	39007018
7364	Ces2h	1	chr8	104998852	105000852
7365	Laptm4b	1	chr15	34236027	34238027
7366	Zfp1	1	chr8	111641400	111643400
7367	Setd5	1	chr6	113075364	113077364
7368	Perm1	1	chr4	156213867	156215867
7369	Aldh1a7	-1	chr19	20727562	20729562
7370	Napsa	1	chr7	44570379	44572379
7371	Tsr1	1	chr11	74896070	74898070
7372	Oscp1	1	chr4	126056564	126058564
7373	Tmem63b	-1	chr17	45686905	45688905
