	gene	str	chr	promoter_start	promoter_end
4931	CASK	1	chr1	113090778	113092778
4932		1	chr1	74990897	74992897
4933	RNF2	1	chr8	8411403	8413403
4934	MIEF1	-1	chr1	50619573	50621573
4935	PRMT3	1	chr5	2268330	2270330
4936		1	chr33	2196599	2198599
4937		1	chrZ	9059603	9061603
4938	SUPT7L	1	chr3	27917746	27919746
4939	TACC1	1	chr22	2692181	2694181
4940	LIX1L	1	chr25	1965611	1967611
4941	JARID2	1	chr2	61063774	61065774
4942	STX8	-1	chr18	2172093	2174093
4943		1	chr6	29790580	29792580
4944	PRDX1	-1	chr8	21528251	21530251
4945	RAMP2	1	chr27	7847652	7849652
4946	BCHE	1	chr9	21105789	21107789
4947	RB1CC1	-1	chr2	110008388	110010388
4948	KLHL4	-1	chr4	8111548	8113548
4949	CCDC3	-1	chr1	7200482	7202482
4950	CAMK2N1	-1	chr21	4890492	4892492
4951	PRMT8	1	chr1	74871839	74873839
4952	GRID2IP	1	chr14	6917107	6919107
4953	SLC4A10	-1	chr7	21299422	21301422
4954	SERINC2	1	chr23	720206	722206
4955	CCDC103	1	chr27	3688448	3690448
4956	TDP1	1	chr5	43874758	43876758
4957	LACTB	-1	chr10	4609086	4611086
4958	ATF4	-1	chr1	50602300	50604300
4959	NPRL2	-1	chr12	1867162	1869162
4960		-1	chr1	74786815	74788815
4961	CD83	1	chr2	60690919	60692919
4962	FAM129A	-1	chr8	8393131	8395131
4963		-1	chr4	6989919	6991919
4964		-1	chr2	109846031	109848031
4965		-1	chr23	710346	712346
4966	SLC4A1AP	-1	chr3	27919436	27921436
4967	RNF182	-1	chr2	60667750	60669750
4968	SMTN	1	chr15	10255188	10257188
4969	CD38	-1	chr4	76622926	76624926
4970	RPS27L	1	chr10	4592909	4594909
4971	ZMYND10	-1	chr12	1863549	1865549
4972		-1	chr33	2193111	2195111
4973	CD72	-1	chrZ	9060366	9062366
4974	SPRYD7	-1	chr1	170685701	170687701
4975	CDH4	1	chr20	7234309	7236309
4976	RPS19BP1	1	chr1	50589207	50591207
4977		1	chr33	2184506	2186506
4978		-1	chrZ	46200441	46202441
4979	EFCAB11	-1	chr5	43876997	43878997
4980	ZDHHC4	-1	chr14	6910974	6912974
4981	MCUR1	-1	chr2	60610916	60612916
4982	RASSF1	-1	chr12	1855177	1857177
4983	CREM	-1	chr2	13044927	13046927
4984	FGFBP2	1	chr4	76565091	76567091
4985	FABP3	-1	chr23	707046	709046
4986		1	chr4	5911526	5913526
4987	TESK1	1	chrZ	9045865	9047865
4988	EDEM3	-1	chr8	8331735	8333735
4989		-1	chr12	1850254	1852254
4990		-1	chr1	74763984	74765984
4991	KPNA3	-1	chr1	170650244	170652244
4992		-1	chr33	2097096	2099096
4993	INCENP	1	chr5	17335681	17337681
4994		-1	chr2	60561762	60563762
4995	E4F1	1	chr14	6893717	6895717
4996	ASTN2	-1	chr17	3854597	3856597
4997	RAB8B	-1	chr10	4590828	4592828
4998		1	chr3	27818730	27820730
4999		1	chr33	2066533	2068533
5000	RCL1	1	chrZ	27479208	27481208
5001	TMEM192	-1	chr4	23808676	23810676
5002	TUBGCP3	1	chr1	139261987	139263987
5003	CCDC112	-1	chrZ	79049732	79051732
5004	APRT	-1	chr11	18469131	18471131
5005	TRHR	1	chr2	132481773	132483773
5006	MAPK10	-1	chr4	46032124	46034124
5007	HYAL2	-1	chr12	1843438	1845438
5008	PGP	-1	chr14	6895546	6897546
5009	SRP19	-1	chrZ	46101520	46103520
5010	DNAJB1	-1	chr30	879908	881908
5011	AIMP2	-1	chr14	1382292	1384292
5012	LRIF1	-1	chr26	1090634	1092634
5013		1	chr33	1986859	1988859
5014	ARL11	1	chr1	170589227	170591227
5015	MORC2	-1	chr15	10245440	10247440
5016	CAMK1D	1	chr1	6922408	6924408
5017		1	chr33	1968238	1970238
5018	ST18	-1	chr2	109745154	109747154
5019		1	chr33	1900502	1902502
5020		1	chr17	3585443	3587443
5021	MRPL33	-1	chr3	27766193	27768193
5022	HYAL1	-1	chr12	1840008	1842008
5023	CCNY	-1	chr2	12992702	12994702
5024	MINA	-1	chr1	92771499	92773499
5025	GRXCR2	-1	chr13	18483465	18485465
5026	COG4	1	chr11	1749184	1751184
5027	CNTN6	1	chr12	17943859	17945859
5028		-1	chr4	61054955	61056955
5029	AVPR1A	-1	chr1	33421641	33423641
5030	PEX11B	-1	chr25	1964697	1966697
5031	KCTD16	1	chr13	18268816	18270816
5032	RGS6	-1	chr5	27134788	27136788
5033	LEUTX	-1	chr5	2271334	2273334
5034	CDT1	1	chr11	18455284	18457284
5035	GIPC1	-1	chr30	873457	875457
5036	IRX4	-1	chr2	86053142	86055142
5037	PPM1H	-1	chr1	33338738	33340738
5038		-1	chr12	17907940	17909940
5039	AK3	-1	chrZ	27469311	27471311
5040	ANKRD61	-1	chr14	1377069	1379069
5041		1	chr6	29760370	29762370
5042	MMACHC	1	chr8	21488164	21490164
5043		1	chr28	3775893	3777893
5044	TRAF1	-1	chr17	8608024	8610024
5045		1	chr10	19767580	19769580
5046	PHF19	-1	chr17	8591957	8593957
5047	NDUFS6	1	chr2	85981021	85983021
5048		1	chr8	21468090	21470090
5049	EZH1	-1	chr27	7847657	7849657
5050	NRBP1	-1	chr3	104402322	104404322
5051	YIPF5	-1	chr13	18263765	18265765
5052	NTN1	1	chr18	2043331	2045331
5053	CCDC172	1	chr6	29727433	29729433
5054		1	chr10	19765467	19767467
5055	RANBP9	-1	chr2	60531947	60533947
5056	TFDP2	-1	chr9	10546388	10548388
5057	CDC37L1	1	chrZ	27442538	27444538
5058	PLCB4	-1	chr3	14184797	14186797
5059	TESK2	-1	chr8	21458320	21460320
5060	SLC1A1	1	chrZ	27063680	27065680
5061	DAZL	-1	chr2	34442888	34444888
5062	GLCE	1	chr10	19737669	19739669
5063		1	chr17	8577237	8579237
5064	PGGT1B	-1	chrZ	79039363	79041363
5065	PTPN1	-1	chr20	13576469	13578469
5066	B3GNTL	1	chr17	8567116	8569116
5067		-1	chrZ	27026808	27028808
5068	SUGP2	1	chr28	3759764	3761764
5069	FGFR1	-1	chr22	2661037	2663037
5070	RSF1	1	chr1	194373024	194375024
5071	TOE1	1	chr8	21388436	21390436
5072		1	chr1	92745951	92747951
5073	BCLAF1	1	chr3	55288292	55290292
5074	DRAM2	1	chr26	1065101	1067101
5075	CNTNAP1	1	chr27	7821871	7823871
5076	TRIM36	-1	chrZ	78994586	78996586
5077	MARCH1	-1	chr4	23636944	23638944
5078		1	chr33	1883599	1885599
5079	FOXN3	-1	chr5	43779806	43781806
5080		1	chr15	10202890	10204890
5081	ASL1	-1	chr19	5104199	5106199
5082	CCR10	-1	chr27	7821867	7823867
5083	C4orf47	1	chr4	61034770	61036770
5084	SPATS2L	1	chr7	11090898	11092898
5085	EIF2AK1	1	chr14	1361473	1363473
5086	KRTCAP3	-1	chr3	104377540	104379540
5087	CHL1	1	chr12	17601135	17603135
5088	LAMP5	-1	chr3	14055302	14057302
5089	PTPN13	-1	chr4	45891224	45893224
5090	LETM2	1	chr22	2635854	2637854
5091	CDKN2B	-1	chrZ	78862135	78864135
5092		-1	chr8	21389966	21391966
5093	MON2	1	chr1	33102537	33104537
5094	GJD4	-1	chr2	12865383	12867383
5095	RSPH6A	-1	chr4	61034587	61036587
5096	NOX5	1	chr10	19714809	19716809
5097	HPDL	1	chr8	21381946	21383946
5098	RFTN1	-1	chr2	34414155	34416155
5099		-1	chr14	1360008	1362008
5100	GFRA1	-1	chr6	29703924	29705924
5101	RBKS	1	chr3	27693073	27695073
5102	RIPOR3	1	chr20	13484257	13486257
5103	CDKN2A	-1	chrZ	78856728	78858728
5104		-1	chr14	1352298	1354298
5105	NR3C1	-1	chr13	18198040	18200040
5106	ZSWIM5	-1	chr8	21377920	21379920
5107	PAPPA	1	chr17	3363147	3365147
5108	C1orf21	1	chr8	8210687	8212687
5109	CD9	1	chr1	74713927	74715927
5110	PIK3R5	-1	chr18	2033615	2035615
5111	PAK5	1	chr3	13937799	13939799
5112	MAIP1	1	chr7	11024371	11026371
5113	ANKRD52	1	chr33	6963629	6965629
5114		-1	chr33	2097068	2099068
5115	FAM217B	1	chr20	6868516	6870516
5116	LPCAT1	-1	chr2	85879564	85881564
5117	CNTN3	-1	chr12	17382288	17384288
5118	TMEM120B	1	chr15	5898287	5900287
5119		-1	chr3	55283655	55285655
5120	ARMC6	-1	chr28	3761970	3763970
5121		-1	chr3	13898284	13900284
5122	GLIS3	-1	chrZ	26967115	26969115
5123	PSMD5	-1	chr17	8578266	8580266
5124	CEPT1	-1	chr26	1065980	1067980
5125	NSD3	-1	chr22	2634066	2636066
5126	AKAP8	1	chr30	849279	851279
5127	TMA16	1	chr4	23413289	23415289
5128	CENPE	-1	chr4	61026616	61028616
5129	BRICD5	-1	chr14	6891193	6893193
5130	DPF3	1	chr5	26714365	26716365
5131	COQ10A	-1	chr33	6964561	6966561
5132	TUBG1	1	chr27	7800136	7802136
5133	PARD6B	-1	chr20	13478200	13480200
5134	NPY1R	-1	chr4	23380348	23382348
5135	ATP1B3	1	chr9	10459235	10461235
5136	PIK3R6	-1	chr18	1973637	1975637
5137	MORN3	-1	chr15	5896824	5898824
5138	PDZRN3	-1	chr12	17127236	17129236
5139	CS	1	chr33	6955979	6957979
5140	GRK7	1	chr9	10423070	10425070
5141	DENND2D	1	chr26	1027891	1029891
5142	UROD	1	chr8	21288141	21290141
5143		-1	chr33	1867889	1869889
5144	ANKEF1	-1	chr3	13879079	13881079
5145	MTAP	1	chrZ	78806956	78808956
5146	ARL6	1	chr1	92634541	92636541
5147		-1	chr33	1853457	1855457
5148		-1	chr18	1953196	1955196
5149	SLC25A42	-1	chr28	3755054	3757054
5150	NAV2	1	chr5	1956643	1958643
5151		-1	chrZ	9039475	9041475
5152	ORAI1	1	chr15	5870046	5872046
5153	ATP11A	-1	chr1	139175402	139177402
5154		-1	chr15	5872501	5874501
5155	PLPP5	-1	chr22	2600822	2602822
5156	BDH2	-1	chr4	60987632	60989632
5157		1	chr33	6951699	6953699
5158	RNF7	1	chr9	10414503	10416503
5159	RP11-529K1.3	-1	chr21	4863754	4865754
5160	REEP5	1	chrZ	46070706	46072706
5161		1	chr1	92616634	92618634
5162	EMC2	1	chr2	132268543	132270543
5163		-1	chr8	21291575	21293575
5164	MAOA	-1	chr1	112660963	112662963
5165	ADNP	1	chr20	13404399	13406399
5166		-1	chrZ	78698483	78700483
5167	DDHD2	1	chr22	2587754	2589754
5168		-1	chr4	60970704	60972704
5169	ATRNL1	1	chr6	29094844	29096844
5170	TSEN15	1	chr8	8142137	8144137
5171		-1	chr33	1825004	1827004
5172	PLA2G2A	-1	chr21	4851888	4853888
5173	PPP1R3D	-1	chr20	6870332	6872332
5174	MLST8	1	chr14	6879535	6881535
5175	CDC123	1	chr1	6860558	6862558
5176		-1	chr5	17337040	17339040
5177		1	chr33	1778168	1780168
5178	KLF6	-1	chr2	11830930	11832930
5179	ZCCHC17	1	chr23	686911	688911
5180	UBXN10	1	chr21	4846885	4848885
5181	DIAPH2	-1	chr4	5955619	5957619
5182	COLGALT2	-1	chr8	8142724	8144724
5183		1	chr33	1755490	1757490
5184	NOL7	1	chr2	60518037	60520037
5185		1	chr33	1719438	1721438
5186		1	chr1	112542501	112544501
5187		-1	chr15	10206633	10208633
5188		1	chr2	11816004	11818004
5189	TTC8	1	chr5	43462119	43464119
5190	SF3B3	-1	chr11	1750003	1752003
5191	AFF1	-1	chr4	45795932	45797932
5192		1	chr33	1706139	1708139
5193	PLA2G5	-1	chr21	4850283	4852283
5194		-1	chr27	7801973	7803973
5195	CLPTM1L	-1	chr2	85815041	85817041
5196	NPY5R	1	chr4	23354376	23356376
5197		-1	chrZ	78666834	78668834
5198		1	chr9	20822690	20824690
5199	APLNR	1	chr5	17303315	17305315
5200	TROJANZ	-1	chrZ	9030333	9032333
5201		-1	chr33	1700491	1702491
5202	BRE	-1	chr3	27695285	27697285
5203		-1	chr4	5889579	5891579
5204		-1	chrZ	78636855	78638855
5205	MYBPHL	-1	chr26	1020640	1022640
5206	DPP4	1	chr7	21136001	21138001
5207		-1	chr20	6861267	6863267
5208	PLA2G2E	-1	chr21	4843618	4845618
5209	PCMTD1	-1	chr2	109509669	109511669
5210		-1	chr33	1743386	1745386
5211	GRAP2	-1	chr1	50339266	50341266
5212	ASL2	-1	chr19	5091544	5093544
5213		-1	chr11	1721502	1723502
5214	SIRT5	1	chr2	60510495	60512495
5215		-1	chr33	1625158	1627158
5216	NUDT5	-1	chr1	6858323	6860323
5217	NWD1	-1	chr23	689421	691421
5218		-1	chr33	1570677	1572677
5219	FOSL2	-1	chr3	27510879	27512879
5220	DCP2	-1	chrZ	46065354	46067354
5221	OTUD3	1	chr21	4830790	4832790
5222	TNKS1BP1	1	chr5	17289804	17291804
5223	PCDH19	1	chr4	5206407	5208407
5224		-1	chr33	1563539	1565539
5225		-1	chr12	1827828	1829828
5226	MTSS2	1	chr11	1700334	1702334
5227	KLHL8	1	chr4	45726694	45728694
5228	FAM83F	-1	chr1	50279263	50281263
5229	DDX54	-1	chr15	10195504	10197504
5230	CA12	1	chr10	4541070	4543070
5231	SNTG1	1	chr2	108762815	108764815
5232	SNAP91	1	chr3	77638790	77640790
5233		-1	chr33	1500201	1502201
5234	RCBTB1	-1	chr1	170586338	170588338
5235		-1	chr23	671379	673379
5236		-1	chr33	1497815	1499815
5237	PDCD10	1	chr9	20762373	20764373
5238		-1	chr2	108737544	108739544
5239	PITRM1	-1	chr2	11507235	11509235
5240		1	chr33	1470175	1472175
5241		-1	chr3	27479318	27481318
5242		1	chr4	45713040	45715040
5243	MCC	1	chrZ	45853482	45855482
5244	GUSB	-1	chr19	5082830	5084830
5245		-1	chr33	1462451	1464451
5246	EML5	-1	chr5	43451566	43453566
5247	TNMD	-1	chr4	5192800	5194800
5248	TNRC6B	-1	chr1	50164133	50166133
5249	NDP	1	chr1	112498337	112500337
5250	C2H8ORF22	1	chr2	108492836	108494836
5251		1	chr33	1417179	1419179
5252	SEC61A2	1	chr1	6832524	6834524
5253		1	chr4	45700437	45702437
5254		1	chr15	10184977	10186977
5255	GCG	1	chr7	21118994	21120994
5256		-1	chr33	1430447	1432447
5257	RGL1	1	chr8	8030894	8032894
5258		-1	chr3	27407370	27409370
5259	HAVCR1	1	chr13	12141094	12143094
5260	VKORC1L1	1	chr19	5053813	5055813
5261		-1	chr2	108432260	108434260
5262	USP3	-1	chr10	4524948	4526948
5263	TSPAN6	1	chr4	5174801	5176801
5264		1	chr33	1350833	1352833
5265	TMCO4	-1	chr21	4825706	4827706
5266	SSRP1	1	chr5	17280809	17282809
5267	NUDT9	-1	chr4	45702330	45704330
5268	VAC14	1	chr11	1647799	1649799
5269	SERPINI1	-1	chr9	20764204	20766204
5270		1	chr33	1344048	1346048
5271	APOBEC4	-1	chr8	8011746	8013746
5272	VSIG10	1	chr15	10177816	10179816
5273	FBXL22	-1	chr10	4486512	4488512
5274	CHCHD2P9	-1	chr19	5054408	5056408
5275		1	chr2	108095149	108097149
5276		-1	chr33	1333155	1335155
5277	DHTKD1	1	chr1	6809049	6811049
5278	DPM1	1	chr20	13382758	13384758
5279	CISD2	1	chr4	60942994	60944994
5280	PPP1CB	-1	chr3	27359503	27361503
5281		1	chrZ	9013758	9015758
5282	EFTUD2	-1	chr27	3690321	3692321
5283	RIPPLY2	-1	chr3	77594215	77596215
5284	YTHDC2	-1	chrZ	45824614	45826614
5285	SPARCL1	1	chr4	45680235	45682235
5286		1	chr33	1306170	1308170
5287	ARPC5	-1	chr8	8010056	8012056
5288		1	chr1	92510976	92512976
5289	KDM2B	-1	chr15	5789002	5791002
5290	PEBP1	-1	chr15	10179073	10181073
5291		-1	chr33	1277666	1279666
5292	HTR6	1	chr21	4781627	4783627
5293	ZC3H14	1	chr5	43326325	43328325
5294	PHF11	1	chr1	170548121	170550121
5295		-1	chr6	29083320	29085320
5296		-1	chrZ	78455672	78457672
5297		-1	chr13	12149954	12151954
5298	DMP1	-1	chr4	45677051	45679051
5299	PGR2/3	-1	chr5	17277213	17279213
5300	UBE2V2	1	chr2	108033113	108035113
5301		-1	chr13	12127326	12129326
5302	MOCS3	-1	chr20	13384664	13386664
5303	NAF1	-1	chr4	23339843	23341843
5304		-1	chr4	45672224	45674224
5305	KIF13A	1	chr2	60395626	60397626
5306	FAP	1	chr7	21073292	21075292
5307	SLC27A6	-1	chrZ	45760913	45762913
5308	UPF2	-1	chr1	6801597	6803597
5309	NBL1	1	chr21	4769779	4771779
5310	MCM4	1	chr2	107999949	108001949
5311		-1	chr33	1235332	1237332
5312		-1	chr20	6844857	6846857
5313		-1	chr14	6882097	6884097
5314	EFHC2	1	chr1	112370335	112372335
5315	IFT172	1	chr3	104338994	104340994
5316	TXNIP	1	chr25	1946754	1948754
5317	AKAP8L	1	chr30	834757	836757
5318		-1	chr5	26695692	26697692
5319	SETDB2	1	chr1	170525077	170527077
5320	NCF2	-1	chr8	8002276	8004276
5321	PTPN21	-1	chr5	43321236	43323236
5322	GJC3	-1	chr27	3663464	3665464
5323	MEPE	-1	chr4	45670752	45672752
5324		1	chr33	1200074	1202074
5325	CYB5R4	-1	chr3	77591643	77593643
5326		-1	chr13	12126363	12128363
5327	PHKG1	-1	chr19	5053011	5055011
5328		1	chr1	6728669	6730669
5329	ADSL	-1	chr1	50106774	50108774
5330	FUNDC1	1	chr1	112332357	112334357
5331		-1	chr9	20716340	20718340
5332		1	chr13	12086960	12088960
5333	MRAP2	-1	chr3	77538966	77540966
5334	ISOC1	-1	chrZ	45706187	45708187
5335		1	chr33	1186926	1188926
5336	MINOS1	1	chr21	4745774	4747774
5337	ECHDC3	1	chr1	6697315	6699315
5338	SLC43A3	1	chr5	17267100	17269100
5339		1	chrZ	9004672	9006672
5340	SPP1	-1	chr4	45659023	45661023
5341	IFIH1	1	chr7	21042186	21044186
5342	SUMF2	1	chr19	5040462	5042462
5343	CALM2	-1	chr3	27261822	27263822
5344		1	chr33	1147139	1149139
5345	SMG7	1	chr8	7946737	7948737
5346	NHLRC1	1	chr2	60382132	60384132
5347		-1	chr10	19696345	19698345
5348	CTU2	1	chr11	18431748	18433748
5349	CYFIP2	-1	chr13	12112751	12114751
5350		-1	chr5	17267580	17269580
5351	TAOK3	1	chr15	10104053	10106053
5352	ADORA1	1	chr26	989508	991508
5353		1	chr1	92267019	92269019
5354		-1	chr8	21276714	21278714
5355		1	chr4	23300722	23302722
5356	GOLIM4	1	chr9	20659689	20661689
5357	RUSC2	1	chrZ	8964772	8966772
5358	TPMT	1	chr2	60371606	60373606
5359	TIMM10	1	chr5	17260338	17262338
5360	ADAMTS19	-1	chrZ	45570562	45572562
5361	CDH23	1	chr6	12521594	12523594
5362		1	chr5	17255122	17257122
5363	PKD2	-1	chr4	45656379	45658379
5364		-1	chr33	1141874	1143874
5365	NMNAT2	-1	chr8	7942103	7944103
5366	ADAM11	1	chr27	3639616	3641616
5367	BAG4	1	chr22	2582891	2584891
5368		-1	chrZ	78169862	78171862
5369	KCNG1	1	chr20	13360489	13362489
5370		1	chr4	23299031	23301031
5371	KCNT1	-1	chr17	8555334	8557334
5372	TMEM161A	1	chr28	3729206	3731206
5373		-1	chr5	17261848	17263848
5374	KDM1B	-1	chr2	60373473	60375473
5375	PHACTR3	1	chr20	6733551	6735551
5376	MINAR2	-1	chrZ	45398346	45400346
5377	CHSY3	-1	chrZ	45371237	45373237
5378	PUM1	-1	chr23	641876	643876
5379	YPEL4	1	chr5	17250451	17252451
5380	TNC	-1	chr17	3098173	3100173
5381	PRKG2	1	chr4	45613048	45615048
5382		1	chrZ	8883669	8885669
5383	CCT6A	1	chr19	5033150	5035150
5384	USP6NL	-1	chr1	6679372	6681372
5385	ZNFX1	-1	chr20	6727531	6729531
5386	NIPAL4	-1	chr13	12067941	12069941
5387	CLP1	-1	chr5	17251852	17253852
5388	HINT2	1	chrZ	44909226	44911226
5389	SUDS3	-1	chr15	10102850	10104850
5390	TTC7A	1	chr3	27053514	27055514
5391		1	chr33	1026221	1028221
5392		1	chr27	3629522	3631522
5393	CCNDBP1	-1	chr20	6715070	6717070
5394		-1	chr33	1021113	1023113
5395	SGSM3	-1	chr1	50081111	50083111
5396		1	chr33	945822	947822
5397	HERC1	1	chr10	4400618	4402618
5398	HYDIN	1	chr11	1543434	1545434
5399	HSPB8	-1	chr15	10008129	10010129
5400	UNC13B	1	chrZ	8645536	8647536
5401	CEP162	1	chr3	77467082	77469082
5402	MRTFA	1	chr1	49970913	49972913
5403	SLC29A3	1	chr6	12504249	12506249
5404	PFKP	1	chr2	11437677	11439677
5405	EPB42	1	chr20	6696518	6698518
5406	CCDC43	-1	chr27	3631332	3633332
5407		-1	chr33	968705	970705
5408	E2F8	-1	chr5	1939176	1941176
5409		-1	chr25	1940376	1942376
5410	PPP4R2	1	chr12	16916017	16918017
5411	HJV	1	chr25	1928890	1930890
5412	KCNH7	1	chr7	20944473	20946473
5413		-1	chr25	1915769	1917769
5414	AAMDC	-1	chr1	194374727	194376727
5415		1	chr30	790437	792437
5416	NFATC2	1	chr20	13169131	13171131
5417	CMTR2	1	chr11	1508104	1510104
5418		-1	chr1	112296680	112298680
5419	RFX3	-1	chrZ	26796711	26798711
5420	LSM1	-1	chr22	2584747	2586747
5421	SNAP25	-1	chr3	13817913	13819913
5422	GXYLT2	1	chr12	16896429	16898429
5423	ZFYVE1	1	chr5	26651985	26653985
5424	FSTL5	-1	chr4	23067251	23069251
5425	MCF2L	-1	chr1	139094938	139096938
5426	ATP9A	1	chr20	13105711	13107711
5427		-1	chr3	104340810	104342810
5428	MYOG	-1	chr26	981812	983812
5429		1	chr25	1887503	1889503
5430	RNF166	-1	chr11	18433726	18435726
5431	UBE2D3	-1	chr4	60932855	60934855
5432		1	chr3	13716199	13718199
5433	ADAM19	1	chr13	12025892	12027892
5434	DEK	1	chr2	60322518	60324518
5435		-1	chr33	806335	808335
5436	PSPH	-1	chr19	5035592	5037592
5437	CAB39L	-1	chr1	170526727	170528727
5438	FAM214B	-1	chrZ	8606934	8608934
5439	ZDHHC5	-1	chr5	17242055	17244055
5440		1	chr33	780346	782346
5441	MEIOC	1	chr27	3604662	3606662
5442		-1	chr15	9971701	9973701
5443	SDC3	-1	chr23	568556	570556
5444	LYRM7	-1	chrZ	44911110	44913110
5445	SLC25A17	1	chr1	49929493	49931493
5446		-1	chr9	20626551	20628551
5447	MCFD2	-1	chr3	27055369	27057369
5448	FIGN	1	chr7	20486319	20488319
5449		1	chr33	744518	746518
5450	TNFSF8	-1	chr17	2989531	2991531
5451		1	chr13	12019602	12021602
5452	MED19	1	chr5	17227963	17229963
5453		-1	chr11	1504367	1506367
5454	STOML2	-1	chrZ	8597473	8599473
5455		-1	chr17	2955639	2957639
5456		1	chr33	610508	612508
5457	SRPX2	-1	chr4	5178153	5180153
5458	TGM6	1	chr20	6675187	6677187
5459		1	chrZ	44883552	44885552
5460	RNF144B	-1	chr2	60287806	60289806
5461	UNC5B	1	chr6	12471956	12473956
5462	SOCS5	1	chr3	26896347	26898347
5463	LAPTM5	-1	chr23	395018	397018
5464		-1	chr33	1123982	1125982
5465	PIGO	-1	chrZ	8591196	8593196
5466	PRKCD	1	chr12	1718583	1720583
5467	TBX18	1	chr3	77238680	77240680
5468	DAPK2	1	chr10	4324595	4326595
5469	TNFSF15	-1	chr17	2943258	2945258
5470	CDADC1	1	chr1	170445985	170447985
5471	PCBD1	-1	chr6	12329964	12331964
5472		1	chr20	6658420	6660420
5473	ID4	-1	chr2	59733512	59735512
5474	THG1L	-1	chr13	12015815	12017815
5475	DIPK2B	1	chr1	112115780	112117780
5476	ST13P5	1	chr1	49904354	49906354
5477	MECOM	1	chr9	20134599	20136599
5478	GRB14	1	chr7	20134712	20136712
5479	NSF	-1	chr27	3602488	3604488
5480	MLNR	1	chr1	170430826	170432826
5481	TMEM233	-1	chr15	9950264	9952264
5482	LAMC1	1	chr8	7846916	7848916
5483	LSM11	-1	chr13	12008463	12010463
5484	NT5E	-1	chr3	76992372	76994372
5485	VWF	-1	chr1	74683073	74685073
5486	MATN1	-1	chr23	372948	374948
5487	SYTL4	1	chr4	5161564	5163564
5488	TYW5	-1	chr7	11026849	11028849
5489	OXNAD1	1	chr2	34294807	34296807
5490		-1	chrZ	78598394	78600394
5491	INTS4	1	chr1	194329747	194331747
5492	CALB2	-1	chr11	1492223	1494223
5493		-1	chr33	1123982	1125982
5494		1	chr20	6577827	6579827
5495	CRIPT	1	chr3	26871799	26873799
5496		-1	chr5	17229764	17231764
5497	TMEM268	1	chr17	2880866	2882866
5498	SPATA7	1	chr5	43238626	43240626
5499	KCNB1	-1	chr20	6624185	6626185
5500	XPNPEP3	-1	chr1	49906124	49908124
5501	TRMT12	1	chr4	5156784	5158784
5502	ZNF593	-1	chr23	353960	355960
5503		-1	chr9	20114295	20116295
5504		1	chr33	578299	580299
5505	ADARB2	-1	chr2	10822309	10824309
5506		1	chr11	1473831	1475831
5507	MBOAT1	1	chr2	59564192	59566192
5508	WNT3	1	chr27	3521219	3523219
5509		1	chr28	3686007	3688007
5510	NSUN3	1	chr1	91180434	91182434
5511	CSRP3	-1	chr5	1930635	1932635
5512	BOLA1	-1	chr25	1888358	1890358
5513		-1	chr5	26650517	26652517
5514		-1	chr33	603666	605666
5515	TBC1D2B	1	chr10	4291508	4293508
5516		1	chr33	565669	567669
5517		1	chr20	6481832	6483832
5518	E2F3	-1	chr2	59461745	59463745
5519		1	chr33	512120	514120
5520	CAPZB	-1	chr21	4739361	4741361
5521	FANCG	-1	chrZ	8574697	8576697
5522	KCTD14	1	chr1	194323558	194325558
5523	CAMSAP1	1	chr17	8476458	8478458
5524		-1	chrZ	78117585	78119585
5525	USP15	1	chr1	33024378	33026378
5526	NIPSNAP2	1	chr19	4999204	5001204
5527	SGPL1	1	chr6	12297750	12299750
5528	RBX1	-1	chr1	49871899	49873899
5529	ICOSLG	-1	chr1	111710719	111712719
5530	ATP6V1G1	1	chr17	2872200	2874200
5531	MVD	-1	chr11	18424810	18426810
5532	COBLL1	1	chr7	20043522	20045522
5533		-1	chr33	639649	641649
5534	CTNND1	-1	chr5	17220348	17222348
5535	CNKSR1	-1	chr23	350577	352577
5536		-1	chr33	522074	524074
5537	WNT9B	-1	chr27	3509799	3511799
5538		-1	chr1	111693509	111695509
5539	KCNK10	-1	chr5	43224081	43226081
5540		-1	chr33	444801	446801
5541		-1	chr1	111647889	111649889
5542	SV2A	1	chr25	1852811	1854811
5543	ZDHHC13	1	chr5	1904528	1906528
5544	PIGF	-1	chr3	26874011	26876011
5545		-1	chr33	426064	428064
5546	EP300	-1	chr1	49836356	49838356
5547		-1	chr1	111643448	111645448
5548		-1	chr33	386311	388311
5549	WHRN	-1	chr17	2858968	2860968
5550		1	chr1	74494396	74496396
5551	GOT2	-1	chr11	1485084	1487084
5552		-1	chr33	372195	374195
5553	SLC38A11	1	chr7	20002118	20004118
5554	PRKAB1	-1	chr15	9931131	9933131
5555		-1	chr5	17187894	17189894
5556		1	chr33	345036	347036
5557		-1	chr7	19966583	19968583
5558	MRPS17	1	chr19	4996828	4998828
5559	TRAF7	1	chr14	6813257	6815257
5560	RHOQ	1	chr3	26836814	26838814
5561	RNF34	1	chr15	5760336	5762336
5562	C7H2ORF69	1	chr7	11007021	11009021
5563	DPH3P1	-1	chr2	34296747	34298747
5564	GPR65	1	chr5	43098744	43100744
5565		-1	chr33	304541	306541
5566	CSTF2	-1	chr4	5158364	5160364
5567	GATD3A	1	chr1	111634893	111636893
5568	CNTF	-1	chr5	17173042	17175042
5569	EPAS1	1	chr3	26669414	26671414
5570	CLINT1	1	chr13	11938303	11940303
5571	CIB2	1	chr10	4238575	4240575
