Gene name	Human gene name	Human homology type	Human orthology confidence [0 low, 1 high]
Cbfa2t2	CBFA2T2	ortholog_one2one	1
Bdh1	BDH1	ortholog_one2one	1
Fgfr4	FGFR4	ortholog_one2one	1
Csgalnact1	CSGALNACT1	ortholog_one2one	1
Dcp1a	DCP1A	ortholog_one2one	1
Tmprss11e	TMPRSS11E	ortholog_one2one	1
Cldn6	CLDN6	ortholog_one2one	1
Pogz	POGZ	ortholog_one2one	1
Krt4	KRT4	ortholog_one2one	1
Prss36	PRSS36	ortholog_one2one	1
Gys2	GYS2	ortholog_one2one	1
Kcnab2	KCNAB2	ortholog_one2one	1
Cep290	CEP290	ortholog_one2one	1
Rbbp7	RBBP7	ortholog_one2one	1
Mbd2	MBD2	ortholog_one2one	1
Acd	ACD	ortholog_one2one	0
Evi2a	AC134669.1	ortholog_one2many	0
Evi2a	EVI2A	ortholog_one2many	1
Fut8	FUT8	ortholog_one2one	1
Ccdc24	CCDC24	ortholog_one2one	1
Prpf40b	PRPF40B	ortholog_one2one	1
Klkb1	KLKB1	ortholog_one2one	1
Mrtfb	MRTFB	ortholog_one2one	1
Grik5	GRIK5	ortholog_one2one	1
Omg	OMG	ortholog_one2one	1
Cldn9	CLDN9	ortholog_one2one	1
Ccdc112	CCDC112	ortholog_one2one	1
Got1l1	GOT1L1	ortholog_one2one	1
Olfr876	OR8B12	ortholog_one2many	1
Nf1	NF1	ortholog_one2one	1
Gm20683	RHOT2	ortholog_one2many	1
Selplg	SELPLG	ortholog_one2one	0
Cep192	CEP192	ortholog_one2one	1
Cyp4v3	CYP4V2	ortholog_one2one	1
Scn8a	SCN8A	ortholog_one2one	1
Gm10131	ERH	ortholog_one2many	0
Itgb7	ITGB7	ortholog_one2one	1
Cdc14b	CDC14C	ortholog_one2one	1
Crygs	CRYGS	ortholog_one2one	1
Mboat4	MBOAT4	ortholog_one2one	1
Dennd6b	DENND6B	ortholog_one2one	1
Cacna1d	CACNA1D	ortholog_one2one	1
Smarcd1	SMARCD1	ortholog_one2one	1
H2afb1	H2AFB3	ortholog_many2many	0
H2afb1	H2AFB2	ortholog_many2many	0
H2afb1	H2AFB1	ortholog_many2many	0
Rit2	RIT2	ortholog_one2one	1
Anks3	ANKS3	ortholog_one2one	1
Shq1	SHQ1	ortholog_one2one	1
Syngap1	SYNGAP1	ortholog_one2one	1
Cd93	CD93	ortholog_one2one	1
Zfand2b	ZFAND2B	ortholog_one2one	1
Pax3	PAX3	ortholog_one2one	1
Carmil2	CARMIL2	ortholog_one2one	1
Uqcrfs1	UQCRFS1	ortholog_one2one	0
Atp9a	ATP9A	ortholog_one2one	1
Ccdc25	CCDC25	ortholog_one2one	1
Arhgef10l	ARHGEF10L	ortholog_one2one	1
Kcnj1	KCNJ1	ortholog_one2one	1
Zdhhc8	ZDHHC8	ortholog_one2one	1
Rbx1	RBX1	ortholog_one2one	1
Serf1	SERF1A	ortholog_one2many	0
Serf1	SERF1B	ortholog_one2many	0
Rplp2	RPLP2	ortholog_one2many	1
Cptp	CPTP	ortholog_one2one	1
Traf3ip1	TRAF3IP1	ortholog_one2one	1
Ccdc192	CCDC192	ortholog_one2one	1
Apoa5	APOA5	ortholog_one2one	1
Psmf1	PSMF1	ortholog_one2one	1
Neto1	NETO1	ortholog_one2one	1
Ten1	TEN1	ortholog_one2many	0
Ten1	TEN1-CDK3	ortholog_one2many	0
Dlgap2	DLGAP2	ortholog_one2one	1
Col5a1	COL5A1	ortholog_one2one	1
Txlng	TXLNG	ortholog_one2one	1
Phlpp2	PHLPP2	ortholog_one2one	1
E130311K13Rik	C3orf33	ortholog_one2one	1
Prkg2	PRKG2	ortholog_one2one	1
Prrc1	PRRC1	ortholog_one2one	1
Acox1	ACOX1	ortholog_one2one	1
Hecw1	HECW1	ortholog_one2one	1
Diaph3	DIAPH3	ortholog_one2one	1
Slc33a1	SLC33A1	ortholog_one2one	1
Leprotl1	LEPROTL1	ortholog_one2one	1
Sla	SLA	ortholog_one2one	1
Marveld3	MARVELD3	ortholog_one2one	1
Tpr	TPR	ortholog_one2one	1
Ctxn3	CTXN3	ortholog_one2one	1
Nap1l4	NAP1L4	ortholog_one2one	1
Adrb3	AC144573.1	ortholog_one2many	0
Adrb3	ADRB3	ortholog_one2many	1
Snw1	SNW1	ortholog_one2one	1
Sgk2	SGK2	ortholog_one2one	1
Gm49661	THSD8	ortholog_one2one	1
Cilp	CILP	ortholog_one2one	1
Junb	JUNB	ortholog_one2one	1
Prdx2	PRDX2	ortholog_one2one	1
Rpusd4	RPUSD4	ortholog_one2one	1
Tat	TAT	ortholog_one2one	1
Tbc1d10b	TBC1D10B	ortholog_one2one	1
Slc24a2	SLC24A2	ortholog_one2one	1
Timeless	TIMELESS	ortholog_one2one	1
Alkbh1	ALKBH1	ortholog_one2one	1
Tgif2lx2	TGIF2LX	ortholog_many2many	0
Tgif2lx2	TGIF2LY	ortholog_many2many	0
Smco2	SMCO2	ortholog_one2one	0
Tgif2lx1	TGIF2LX	ortholog_many2many	0
Tgif2lx1	TGIF2LY	ortholog_many2many	0
Cyyr1	CYYR1	ortholog_one2one	1
Smim5	SMIM5	ortholog_one2one	1
Plac8	PLAC8	ortholog_one2one	1
Eif4ebp1	EIF4EBP1	ortholog_one2one	1
Rpp30	RPP30	ortholog_one2one	1
AC150683.1	WDR88	ortholog_one2one	0
Myh10	MYH10	ortholog_one2one	1
G6pd2	G6PD	ortholog_one2many	0
Adgrl4	ADGRL4	ortholog_one2one	1
Atp2a2	ATP2A2	ortholog_one2one	1
Pbdc1	PBDC1	ortholog_one2one	1
Myo15b	MYO15B	ortholog_one2one	1
Nhlrc1	NHLRC1	ortholog_one2one	1
Cyb5r3	CYB5R3	ortholog_one2one	1
Slirp	SLIRP	ortholog_one2one	1
Nxt1	NXT1	ortholog_one2one	1
Usp50	USP50	ortholog_one2one	1
Clpx	CLPX	ortholog_one2one	1
Sparc	SPARC	ortholog_one2one	1
Trim6	TRIM6	ortholog_one2one	1
Pard6a	PARD6A	ortholog_one2one	1
Rpap3	RPAP3	ortholog_one2one	1
Iqcm	IQCM	ortholog_one2one	1
Rpl32	RPL32	ortholog_one2one	1
Nkd1	NKD1	ortholog_one2one	1
Rnaseh2a	RNASEH2A	ortholog_one2one	1
Gxylt2	GXYLT2	ortholog_one2one	1
Cand2	CAND2	ortholog_one2one	1
Rspo4	RSPO4	ortholog_one2one	1
Atp1b2	ATP1B2	ortholog_one2one	1
Wnt3a	WNT3A	ortholog_one2one	1
Mrpl18	MRPL18	ortholog_one2one	1
Prdm2	PRDM2	ortholog_one2one	1
Prxl2c	PRXL2C	ortholog_one2one	1
Magee1	MAGEE1	ortholog_one2one	1
Sar1a	SAR1A	ortholog_one2one	1
Lrrfip1	LRRFIP1	ortholog_one2one	1
Lmx1a	LMX1A	ortholog_one2one	1
Fam107a	FAM107A	ortholog_one2one	1
Usp8	USP8	ortholog_one2one	1
Krt79	KRT79	ortholog_one2one	1
Il12rb1	IL12RB1	ortholog_one2one	0
Acat3	ACAT2	ortholog_one2many	1
Dab1	DAB1	ortholog_one2one	1
Spata19	SPATA19	ortholog_one2one	1
Spata20	SPATA20	ortholog_one2one	1
Gla	GLA	ortholog_one2one	1
Asb1	ASB1	ortholog_one2one	1
Scrn3	SCRN3	ortholog_one2one	1
Enkd1	ENKD1	ortholog_one2one	1
Ccl24	CCL24	ortholog_one2one	1
Ctnnal1	CTNNAL1	ortholog_one2one	1
Rps13	RPS13	ortholog_one2one	1
4933405L10Rik	C16orf86	ortholog_one2one	1
Acsl1	ACSL1	ortholog_one2one	1
Tcp1	TCP1	ortholog_one2one	1
2210016L21Rik	C12orf43	ortholog_one2one	1
Wnt9a	WNT9A	ortholog_one2one	1
Coro1c	CORO1C	ortholog_one2one	1
Prss38	PRSS38	ortholog_one2one	1
Pbx1	PBX1	ortholog_one2one	1
Trpc7	TRPC7	ortholog_one2one	1
Pdcd7	PDCD7	ortholog_one2one	1
Pdpn	PDPN	ortholog_one2one	0
Recql5	RECQL5	ortholog_one2one	1
Angpt4	ANGPT4	ortholog_one2one	1
Sp9	SP9	ortholog_one2one	1
H1fx	H1FX	ortholog_one2one	1
Snx14	SNX14	ortholog_one2one	1
Hnf1a	HNF1A	ortholog_one2one	1
Cir1	CIR1	ortholog_one2one	1
Rab7	RAB7A	ortholog_one2one	1
L2hgdh	L2HGDH	ortholog_one2one	1
Tm4sf1	TM4SF1	ortholog_one2one	1
Mapkbp1	MAPKBP1	ortholog_one2one	1
Adamts1	ADAMTS1	ortholog_one2one	1
Twist2	TWIST2	ortholog_one2one	1
Homer1	HOMER1	ortholog_one2one	1
Cacnb3	CACNB3	ortholog_one2one	1
Ccdc57	CCDC57	ortholog_one2one	0
Gm42878	MAPKAPK5	ortholog_one2many	1
Cfap20	CFAP20	ortholog_one2one	1
Zfp574	ZNF574	ortholog_one2one	1
Ifi44	IFI44	ortholog_one2one	1
Ccng2	CCNG2	ortholog_one2one	1
Ccnt1	CCNT1	ortholog_one2one	1
Tmem116	TMEM116	ortholog_one2one	1
Syne4	SYNE4	ortholog_one2one	1
Olfr125	OR14J1	ortholog_one2one	1
Arrdc3	ARRDC3	ortholog_one2one	1
Htra3	HTRA3	ortholog_one2one	1
Evi2	EVI2B	ortholog_one2many	1
Prg4	PRG4	ortholog_one2one	1
Sox2	SOX2	ortholog_one2one	1
Blcap	BLCAP	ortholog_one2one	1
Evi2b	EVI2B	ortholog_one2many	1
Fgfbp1	FGFBP1	ortholog_one2one	1
Snx20	SNX20	ortholog_one2one	1
Ccser1	CCSER1	ortholog_one2one	1
Ptgfrn	PTGFRN	ortholog_one2one	1
Olfr1044	OR8U1	ortholog_one2many	1
Fam210a	FAM210A	ortholog_one2one	1
Ubap1l	UBAP1L	ortholog_one2one	1
Slamf8	SLAMF8	ortholog_one2one	1
Oit1	FAM3D	ortholog_one2one	1
Elk3	ELK3	ortholog_one2one	1
Kirrel	KIRREL1	ortholog_one2one	1
Scara3	SCARA3	ortholog_one2one	1
Sap30bp	SAP30BP	ortholog_one2one	1
Nmb	NMB	ortholog_one2one	1
Ldlrad4	LDLRAD4	ortholog_one2one	1
Gpd1	GPD1	ortholog_one2one	1
Fcrl6	FCRL6	ortholog_one2one	0
Adamts5	ADAMTS5	ortholog_one2one	1
Cse1l	CSE1L	ortholog_one2one	1
Sec11a	SEC11A	ortholog_one2one	1
Mylpf	MYLPF	ortholog_one2one	1
Cdk17	CDK17	ortholog_one2one	1
Tert	TERT	ortholog_one2one	1
Fam110a	FAM110A	ortholog_one2one	1
Mrpl57	MRPL57	ortholog_one2one	1
Pdzrn3	PDZRN3	ortholog_one2one	1
Nr3c2	NR3C2	ortholog_one2one	1
Tbc1d15	TBC1D15	ortholog_one2one	1
Ak9	AK9	ortholog_one2one	1
Ogfod1	OGFOD1	ortholog_one2one	1
Nlrx1	NLRX1	ortholog_one2one	1
Trip11	TRIP11	ortholog_one2one	1
Ttc29	TTC29	ortholog_one2one	1
Ankrd1	ANKRD1	ortholog_one2one	1
Anapc7	ANAPC7	ortholog_one2one	1
Syt4	SYT4	ortholog_one2one	1
Kbtbd13	KBTBD13	ortholog_one2one	1
Fli1	FLI1	ortholog_one2one	1
Cntn1	CNTN1	ortholog_one2one	1
Ids	AC244197.3	ortholog_one2many	1
Ids	IDS	ortholog_one2many	1
Arrdc2	ARRDC2	ortholog_one2one	1
Trim34a	TRIM6-TRIM34	ortholog_many2many	0
Trim34a	TRIM34	ortholog_many2many	1
Slc51b	SLC51B	ortholog_one2one	1
Pik3c2a	PIK3C2A	ortholog_one2one	1
Snap47	SNAP47	ortholog_one2one	1
Rasl12	RASL12	ortholog_one2one	1
Dusp23	DUSP23	ortholog_one2one	1
P3h3	P3H3	ortholog_one2one	1
Usp36	USP36	ortholog_one2one	1
Tgfbr3	TGFBR3	ortholog_one2one	1
Pip5k1a	PIP5K1A	ortholog_one2one	1
Cep112	CEP112	ortholog_one2one	1
Cbln2	CBLN2	ortholog_one2one	1
4930402H24Rik	C20orf194	ortholog_one2one	1
Lrrc38	LRRC38	ortholog_one2one	1
Tex22	TEX22	ortholog_one2one	0
Mrpl32	MRPL32	ortholog_one2one	1
Crp	CRP	ortholog_one2one	1
Syt8	SYT8	ortholog_one2one	1
Foxb2	FOXB2	ortholog_one2one	1
Tm4sf4	TM4SF4	ortholog_one2one	1
Rhd	RHD	ortholog_one2many	0
Rhd	RHCE	ortholog_one2many	1
Vamp4	VAMP4	ortholog_one2one	1
Homer3	HOMER3	ortholog_one2many	1
Homer3	AC002985.1	ortholog_one2many	0
Fgf16	FGF16	ortholog_one2one	1
Rhbdd2	RHBDD2	ortholog_one2one	1
Jmjd4	JMJD4	ortholog_one2one	1
Trim5	TRIM5	ortholog_many2many	1
Trim5	AC104389.5	ortholog_many2many	0
Scube2	SCUBE2	ortholog_one2one	1
Ulk1	ULK1	ortholog_one2one	1
Chst4	CHST4	ortholog_one2one	1
Zfp277	ZNF277	ortholog_one2one	1
Shbg	SHBG	ortholog_one2one	1
Rspo2	RSPO2	ortholog_one2one	1
Slc35d2	AL160269.1	ortholog_one2many	1
Slc35d2	SLC35D2	ortholog_one2many	1
Srcin1	SRCIN1	ortholog_one2one	1
Smn1	SMN2	ortholog_one2many	1
Smn1	SMN1	ortholog_one2many	1
Cd3g	CD3G	ortholog_one2one	1
Gm49776	DGCR8	ortholog_one2many	0
Olfr145	OR8B8	ortholog_one2one	1
Cd5l	CD5L	ortholog_one2one	1
Caly	CALY	ortholog_one2one	1
Tasor	TASOR	ortholog_one2one	1
Hnrnph2	HNRNPH2	ortholog_one2one	1
Dgcr8	DGCR8	ortholog_one2many	1
Atox1	ATOX1	ortholog_one2one	1
1520401A03Rik	LINC00514	ortholog_one2one	0
Sgpp2	SGPP2	ortholog_one2one	1
Srr	SRR	ortholog_one2one	1
Ascl5	ASCL5	ortholog_one2one	1
Pth2r	PTH2R	ortholog_one2one	1
Farsb	FARSB	ortholog_one2one	1
Wwtr1	WWTR1	ortholog_one2one	1
Cd3d	CD3D	ortholog_one2one	1
Arhgap29	ARHGAP29	ortholog_one2one	1
Prr18	PRR18	ortholog_one2one	1
Naa25	NAA25	ortholog_one2one	1
Ift52	IFT52	ortholog_one2one	1
Por	POR	ortholog_one2one	1
Muc1	MUC1	ortholog_one2many	0
Npsr1	NPSR1	ortholog_one2one	1
Tle7	TLE7	ortholog_one2one	1
Sft2d1	SFT2D1	ortholog_one2many	1
Ddx49	DDX49	ortholog_one2one	1
Zfp612	ZNF23	ortholog_one2one	1
Ccdc66	CCDC66	ortholog_one2one	1
Eif2s3x	EIF2S3B	ortholog_one2many	0
Eif2s3x	EIF2S3	ortholog_one2many	1
Thumpd2	THUMPD2	ortholog_one2one	1
Edil3	EDIL3	ortholog_one2one	1
Pou4f2	POU4F2	ortholog_one2one	1
Psen1	PSEN1	ortholog_one2one	1
G3bp1	G3BP1	ortholog_one2one	1
Calb2	CALB2	ortholog_one2one	1
Resp18	RESP18	ortholog_one2one	0
C8b	C8B	ortholog_one2one	1
1110012L19Rik	CXorf40B	ortholog_one2many	0
1110012L19Rik	CXorf40A	ortholog_one2many	1
Gnb1l	GNB1L	ortholog_one2one	1
Slc8a1	SLC8A1	ortholog_one2one	1
Csnk1d	CSNK1D	ortholog_one2one	1
Pkp2	PKP2	ortholog_one2one	1
Gzf1	GZF1	ortholog_one2one	1
Brca1	BRCA1	ortholog_one2one	1
Stk3	STK3	ortholog_one2one	1
Apcs	APCS	ortholog_one2one	1
Cox14	COX14	ortholog_one2one	1
Fam186b	FAM186B	ortholog_one2one	1
Gmps	GMPS	ortholog_one2one	1
Slc17a1	SLC17A1	ortholog_one2one	1
Alpk1	ALPK1	ortholog_one2one	1
Dock5	DOCK5	ortholog_one2one	1
Tbccd1	TBCCD1	ortholog_one2one	1
Ifi44l	IFI44L	ortholog_one2one	0
Cep295nl	CEP295NL	ortholog_one2one	0
Timp2	TIMP2	ortholog_one2one	1
Siae	SIAE	ortholog_one2one	1
Pramel1	PRAMEF2	ortholog_many2many	0
Pramel1	PRAMEF5	ortholog_many2many	0
Pramel1	PRAMEF7	ortholog_many2many	0
Pramel1	PRAMEF26	ortholog_many2many	0
Pramel1	PRAMEF17	ortholog_many2many	0
Pramel1	PRAMEF20	ortholog_many2many	0
Pramel1	PRAMEF6	ortholog_many2many	0
Pramel1	PRAMEF12	ortholog_many2many	0
Pramel1	PRAMEF4	ortholog_many2many	0
Pramel1	PRAMEF1	ortholog_many2many	0
Pramel1	PRAMEF14	ortholog_many2many	0
Pramel1	PRAMEF10	ortholog_many2many	0
Pramel1	PRAMEF15	ortholog_many2many	0
Pramel1	PRAMEF18	ortholog_many2many	0
Pramel1	PRAMEF25	ortholog_many2many	0
Pramel1	PRAMEF13	ortholog_many2many	0
Pramel1	PRAMEF11	ortholog_many2many	0
Pramel1	PRAMEF27	ortholog_many2many	0
Pramel1	PRAMEF33	ortholog_many2many	0
Pramel1	PRAMEF8	ortholog_many2many	0
Pramel1	PRAMEF19	ortholog_many2many	0
Pramel1	PRAMEF9	ortholog_many2many	0
Pkdcc	PKDCC	ortholog_one2one	1
Trmt2a	TRMT2A	ortholog_one2one	1
Arsi	ARSI	ortholog_one2one	1
Ctla4	CTLA4	ortholog_one2one	1
Emc9	EMC9	ortholog_one2one	1
Sat2	SAT2	ortholog_one2one	1
Ptgfr	PTGFR	ortholog_one2one	1
Olfr1221	OR4C15	ortholog_one2many	0
Grik4	GRIK4	ortholog_one2one	1
Dvl3	DVL3	ortholog_one2one	1
G3bp2	G3BP2	ortholog_one2one	1
C87436	C2orf42	ortholog_one2one	1
Ajuba	AJUBA	ortholog_one2one	1
Psme1	PSME1	ortholog_one2one	1
Armcx4	ARMCX4	ortholog_one2one	1
Epn3	EPN3	ortholog_one2one	1
Ap1ar	AP1AR	ortholog_one2one	1
Eml4	EML4	ortholog_one2one	1
Commd2	COMMD2	ortholog_one2one	1
Trim8	TRIM8	ortholog_one2one	1
Prr27	PRR27	ortholog_one2one	0
Eif3h	EIF3H	ortholog_one2one	1
Tsr1	TSR1	ortholog_one2one	1
Slc19a3	SLC19A3	ortholog_one2one	1
Arl3	ARL3	ortholog_one2one	1
Ankzf1	ANKZF1	ortholog_one2one	1
Cmtr2	CMTR2	ortholog_one2one	1
Tifa	TIFA	ortholog_one2one	1
N6amt1	N6AMT1	ortholog_one2one	1
Gm5096	BHMT	ortholog_one2many	0
Zbtb24	ZBTB24	ortholog_one2one	1
Mief1	MIEF1	ortholog_one2one	1
Ints11	INTS11	ortholog_one2one	1
Ice1	ICE1	ortholog_one2one	1
Gpr107	GPR107	ortholog_one2one	1
Pkp3	PKP3	ortholog_one2one	1
Slc16a3	SLC16A3	ortholog_one2one	1
Cdhr2	CDHR2	ortholog_one2one	1
Cyp26b1	CYP26B1	ortholog_one2one	1
Top1mt	TOP1MT	ortholog_one2one	1
Ctnnbl1	CTNNBL1	ortholog_one2one	1
Hydin	HYDIN	ortholog_one2one	1
4931414P19Rik	C14orf93	ortholog_one2one	1
Tmem50a	TMEM50A	ortholog_one2one	1
Adgrv1	ADGRV1	ortholog_one2one	1
Wt1	WT1	ortholog_one2one	1
Hapln1	HAPLN1	ortholog_one2one	1
Zmiz1	ZMIZ1	ortholog_one2one	1
Chrd	CHRD	ortholog_one2one	1
Krtcap2	KRTCAP2	ortholog_one2one	1
Spa17	SPA17	ortholog_one2one	1
Csnk2a2	CSNK2A2	ortholog_one2one	1
Erp29	ERP29	ortholog_one2one	1
Tmem245	TMEM245	ortholog_one2one	1
Crtam	CRTAM	ortholog_one2one	1
Olfr16	OR10J5	ortholog_one2one	1
Olfr1222	OR4C15	ortholog_one2many	0
Tex36	TEX36	ortholog_one2one	0
Hdac4	HDAC4	ortholog_one2one	1
Coq2	COQ2	ortholog_one2one	1
Mllt3	MLLT3	ortholog_one2one	1
Olfr1223	OR4C15	ortholog_one2many	0
Psmb5	PSMB5	ortholog_one2one	1
Mtfmt	MTFMT	ortholog_one2one	1
Abcb6	ABCB6	ortholog_one2one	1
Mapkapk5	MAPKAPK5	ortholog_one2many	1
Cysltr1	CYSLTR1	ortholog_one2one	1
Smg6	SMG6	ortholog_one2one	1
Olfr1224-ps1	OR4C15	ortholog_one2many	0
Trim46	TRIM46	ortholog_one2one	1
AC140267.1	AL022312.1	ortholog_one2one	1
Tbrg1	TBRG1	ortholog_one2one	1
Zdhhc20	ZDHHC20	ortholog_one2one	1
Jpt2	JPT2	ortholog_one2one	1
Gnpda1	GNPDA1	ortholog_one2one	1
Pramef8	PRAMEF2	ortholog_many2many	0
Pramef8	PRAMEF5	ortholog_many2many	0
Pramef8	PRAMEF7	ortholog_many2many	0
Pramef8	PRAMEF26	ortholog_many2many	0
Pramef8	PRAMEF17	ortholog_many2many	0
Pramef8	PRAMEF20	ortholog_many2many	0
Pramef8	PRAMEF6	ortholog_many2many	0
Pramef8	PRAMEF12	ortholog_many2many	0
Pramef8	PRAMEF4	ortholog_many2many	0
Pramef8	PRAMEF1	ortholog_many2many	0
Pramef8	PRAMEF14	ortholog_many2many	0
Pramef8	PRAMEF10	ortholog_many2many	0
Pramef8	PRAMEF15	ortholog_many2many	0
Pramef8	PRAMEF18	ortholog_many2many	0
Pramef8	PRAMEF25	ortholog_many2many	0
Pramef8	PRAMEF13	ortholog_many2many	0
Pramef8	PRAMEF11	ortholog_many2many	0
Pramef8	PRAMEF27	ortholog_many2many	0
Pramef8	PRAMEF33	ortholog_many2many	0
Pramef8	PRAMEF8	ortholog_many2many	0
Pramef8	PRAMEF19	ortholog_many2many	0
Pramef8	PRAMEF9	ortholog_many2many	0
Rpl41	RPL41	ortholog_one2one	1
Osbpl1a	OSBPL1A	ortholog_one2one	1
Serp2	SERP2	ortholog_one2one	1
Hagh	HAGH	ortholog_one2one	1
Pdcd5	PDCD5	ortholog_one2one	1
Rsrp1	RSRP1	ortholog_one2one	1
Psmb11	PSMB11	ortholog_one2one	1
Tia1	TIA1	ortholog_one2one	1
Pusl1	PUSL1	ortholog_one2one	1
Gstz1	GSTZ1	ortholog_one2one	1
Evpl	EVPL	ortholog_one2one	1
Pdcl2	PDCL2	ortholog_one2one	1
Vstm2l	VSTM2L	ortholog_one2one	1
Ezh2	EZH2	ortholog_one2one	1
Car7	CA7	ortholog_one2one	1
Spg21	SPG21	ortholog_one2one	1
Nedd8	NEDD8	ortholog_one2one	1
Tysnd1	TYSND1	ortholog_one2one	1
Necab3	NECAB3	ortholog_one2one	1
Hscb	HSCB	ortholog_one2one	1
Pcgf5	PCGF5	ortholog_one2one	1
Odam	ODAM	ortholog_one2one	1
Atg9a	ATG9A	ortholog_one2many	1
Atg9a	AC068946.2	ortholog_one2many	0
Gpr162	GPR162	ortholog_one2one	1
Dmac2l	DMAC2L	ortholog_one2one	1
Gmpr2	GMPR2	ortholog_one2one	1
Ppfibp1	PPFIBP1	ortholog_one2one	1
Ints6	INTS6	ortholog_one2one	1
Col20a1	COL20A1	ortholog_one2one	1
Slc19a1	SLC19A1	ortholog_one2one	1
Sfxn2	SFXN2	ortholog_one2one	1
Slc25a46	SLC25A46	ortholog_one2one	1
Tmbim6	TMBIM6	ortholog_one2one	1
Olfr52	OR8U1	ortholog_one2many	1
Taf15	TAF15	ortholog_one2one	1
Olfr878	OR8B4	ortholog_one2one	1
Nmu	NMU	ortholog_one2one	1
Map3k6	MAP3K6	ortholog_one2one	1
Gprin1	GPRIN1	ortholog_one2one	1
Pomt2	POMT2	ortholog_one2one	1
Sds	SDS	ortholog_one2one	1
Ankdd1a	ANKDD1A	ortholog_one2one	1
Dusp22	DUSP22	ortholog_one2one	1
Efcab12	EFCAB12	ortholog_one2one	0
Paqr4	PAQR4	ortholog_one2one	1
Sdhaf1	SDHAF1	ortholog_one2one	1
Pnpla2	PNPLA2	ortholog_one2one	1
Mbd4	MBD4	ortholog_one2one	1
Pkmyt1	PKMYT1	ortholog_one2one	1
Ltn1	LTN1	ortholog_one2one	1
Rtl3	RTL3	ortholog_one2one	0
Chrnb3	CHRNB3	ortholog_one2one	1
Tinf2	TINF2	ortholog_one2one	1
Fam149a	FAM149A	ortholog_one2one	0
Armcx1	ARMCX1	ortholog_one2one	1
Zfp763	ZNF487	ortholog_one2many	0
Zfp763	ZNF778	ortholog_one2many	0
Zfyve26	ZFYVE26	ortholog_one2one	1
Hcls1	HCLS1	ortholog_one2one	1
Micu2	MICU2	ortholog_one2one	1
1700003F12Rik	C20orf144	ortholog_one2one	0
Fahd1	FAHD1	ortholog_one2one	1
1700123O20Rik	C14orf119	ortholog_one2one	1
Cd2	CD2	ortholog_one2one	1
Atp13a5	ATP13A5	ortholog_one2one	1
Plbd2	PLBD2	ortholog_one2one	1
Trim12a	TRIM5	ortholog_many2many	0
Trim12a	AC104389.5	ortholog_many2many	0
Actl10	ACTL10	ortholog_one2one	1
Fkbp4	FKBP4	ortholog_one2one	1
Cdh24	CDH24	ortholog_one2one	1
Cd4	CD4	ortholog_one2one	1
Adamts17	ADAMTS17	ortholog_one2one	1
Map4k5	MAP4K5	ortholog_one2one	1
Col18a1	COL18A1	ortholog_one2one	1
Serpine3	SERPINE3	ortholog_one2one	1
Zfp213	ZNF213	ortholog_one2one	1
Brdt	BRDT	ortholog_one2one	1
Adamts16	ADAMTS16	ortholog_one2one	1
Thpo	THPO	ortholog_one2one	1
Acin1	ACIN1	ortholog_one2one	1
Gm572	C1orf127	ortholog_one2one	0
4930415O20Rik	TEX49	ortholog_one2one	1
Plcg2	PLCG2	ortholog_one2one	1
Slc52a3	SLC52A3	ortholog_one2one	1
Olfr1225	OR4C15	ortholog_one2many	1
Ndfip1	NDFIP1	ortholog_one2one	1
Syf2	SYF2	ortholog_one2one	1
Ercc6	ERCC6	ortholog_one2one	1
Olfr1045	OR8J3	ortholog_one2many	1
Olfr1045	OR8J1	ortholog_one2many	1
Rwdd2b	RWDD2B	ortholog_one2one	1
Glb1l	GLB1L	ortholog_one2one	1
Ropn1	ROPN1	ortholog_one2many	1
Ropn1	ROPN1B	ortholog_one2many	1
Eif3e	EIF3E	ortholog_one2one	1
Gm28042	JMJD7-PLA2G4B	ortholog_many2many	1
Gm28042	PLA2G4B	ortholog_many2many	1
Xpo4	XPO4	ortholog_one2one	1
Chdh	CHDH	ortholog_one2one	1
Fam241a	FAM241A	ortholog_one2one	1
Plekho2	PLEKHO2	ortholog_one2many	1
Plekho2	AC069368.1	ortholog_one2many	0
Zfp385b	ZNF385B	ortholog_one2one	1
Pdp2	PDP2	ortholog_one2one	1
Farp1	FARP1	ortholog_one2one	1
Mybl2	MYBL2	ortholog_one2one	1
Trim34b	TRIM6-TRIM34	ortholog_many2many	0
Trim34b	TRIM34	ortholog_many2many	1
Heatr9	HEATR9	ortholog_one2one	1
Fxr2	FXR2	ortholog_one2one	1
Ppil2	PPIL2	ortholog_one2one	1
Kremen2	KREMEN2	ortholog_one2one	1
Lrfn5	LRFN5	ortholog_one2one	1
Igfals	IGFALS	ortholog_one2one	1
Pla2g4b	JMJD7-PLA2G4B	ortholog_many2many	1
Pla2g4b	PLA2G4B	ortholog_many2many	1
Fgfrl1	FGFRL1	ortholog_one2one	1
Sh2d2a	SH2D2A	ortholog_one2one	1
Gfod2	GFOD2	ortholog_one2one	1
Sh3tc1	SH3TC1	ortholog_one2one	1
Flywch1	FLYWCH1	ortholog_one2one	1
Tmem120a	TMEM120A	ortholog_one2one	1
Krt75	KRT75	ortholog_one2one	1
Gas1	GAS1	ortholog_one2one	1
Sept1	SEPTIN1	ortholog_one2one	1
Appl2	APPL2	ortholog_one2one	1
Krt78	KRT78	ortholog_one2one	0
Ndrg3	NDRG3	ortholog_one2one	1
Ankub1	ANKUB1	ortholog_one2one	0
