Gene name	Chicken gene name	Chicken homology type	Chicken orthology confidence [0 low, 1 high]
Syngr2	SYNGR2	ortholog_one2one	1
Rbpj	RBPJ	ortholog_one2one	1
Clip2	CLIP2	ortholog_one2one	1
Taldo1	TALDO1	ortholog_one2one	1
Foxo3		ortholog_one2one	1
Lrrn2	LRRN2	ortholog_one2one	1
Sh2d1a	SH2D1A	ortholog_one2one	1
Lgi1	LGI1	ortholog_one2one	1
Rnf217	RNF217	ortholog_one2one	1
Gm20816	SPIN1Z	ortholog_many2many	1
Gm20816	SPIN1W	ortholog_many2many	0
Hook3	HOOK3	ortholog_one2one	1
Caskin2	CASKIN2	ortholog_one2one	1
Iqsec3	IQSEC3	ortholog_one2one	1
Npm3	NPM3	ortholog_one2one	1
Isoc1	ISOC1	ortholog_one2one	1
Spats2	SPATS2	ortholog_one2one	1
Egr2	EGR2	ortholog_one2one	1
Vmo1	VMO1	ortholog_one2one	0
Peli2	PELI2	ortholog_one2one	1
Gm5724	SLCO1A2	ortholog_one2many	1
Tuba4a	TUBAL3	ortholog_one2one	0
Slc25a48	SLC25A48	ortholog_one2one	1
Krtcap3	KRTCAP3	ortholog_one2one	1
Slc38a11	SLC38A11	ortholog_one2one	1
Shank2	SHANK2	ortholog_one2one	1
Impdh1		ortholog_one2one	0
Mtpn	MTPN	ortholog_one2one	1
Mrpl1	MRPL1	ortholog_one2one	0
Fbxo43	FBXO43	ortholog_one2one	1
Areg	AREG	ortholog_one2one	1
Prodh		ortholog_one2one	1
Crh	CRH	ortholog_one2one	1
Prrg3	PRRG3	ortholog_one2one	1
Pigh	PIGH	ortholog_one2one	1
Sapcd2	SAPCD2	ortholog_one2one	1
Dnmbp	DNMBP	ortholog_one2one	1
Tbc1d22a	TBC1D22A	ortholog_one2one	1
Plekhh1	PLEKHH1	ortholog_one2one	1
Hmgn3	HMGN2P46	ortholog_one2one	1
Zfand5	ZFAND5	ortholog_one2one	1
Galnt7	GALNT7	ortholog_one2one	1
Mcm8	MCM8	ortholog_one2one	1
Dhrs13	DHRS13	ortholog_one2one	0
4932429P05Rik		ortholog_one2many	1
Kpna2	KPNA2	ortholog_one2many	1
Cd244a		ortholog_one2many	0
Cd244a		ortholog_one2many	0
Sh3d19	SH3D19	ortholog_one2one	1
Dnajb5	DNAJB5	ortholog_one2one	1
Tmem94	TMEM94	ortholog_one2one	1
Srd5a1	SRD5A1	ortholog_one2one	1
Prrc2b	PRRC2B	ortholog_one2one	1
Rnf130	RNF130	ortholog_one2one	1
Phf12	PHF12	ortholog_one2one	1
Crhr1	CRHR1	ortholog_one2one	1
Taf6l	TAF6L	ortholog_one2one	1
Lipk		ortholog_many2many	0
Mrpl12	MRPL12	ortholog_one2one	1
Tent4a	PAPD7	ortholog_one2one	1
Epn2	EPN2	ortholog_one2one	1
Ly9		ortholog_one2many	0
F8	F8	ortholog_one2one	1
Psmd7	PSMD7	ortholog_one2one	1
Eef1e1	BLOC1S5	ortholog_one2one	1
Gatd1	GATD1	ortholog_one2one	1
Zswim5	ZSWIM5	ortholog_one2one	1
Gsdmc4	GSDMA	ortholog_one2many	0
Hif3a	HIF3A	ortholog_one2one	1
Smim7	SMIM7	ortholog_one2one	1
Kcnd3	KCND3	ortholog_one2one	1
H2-M10.5		ortholog_many2many	0
H2-M10.5		ortholog_many2many	0
H2-M10.5		ortholog_many2many	0
H2-M10.5		ortholog_many2many	0
H2-M10.5		ortholog_many2many	0
H2-M10.5		ortholog_many2many	0
H2-M10.5		ortholog_many2many	1
H2-M10.5		ortholog_many2many	0
H2-M10.5		ortholog_many2many	0
H2-M10.5		ortholog_many2many	0
H2-M10.5	BF1	ortholog_many2many	1
H2-M10.5	YF5	ortholog_many2many	0
H2-M10.5		ortholog_many2many	1
H2-M10.5	BF2	ortholog_many2many	0
H2-M10.5		ortholog_many2many	0
H2-M10.5		ortholog_many2many	0
H2-M10.5		ortholog_many2many	0
H2-M10.5		ortholog_many2many	0
Megf8		ortholog_one2one	0
Hvcn1	HVCN1	ortholog_one2one	1
Atcay	ATCAY	ortholog_one2one	1
Pgk1	PGK2	ortholog_one2many	1
Spp2	SPP2	ortholog_one2one	1
H2-M10.6		ortholog_many2many	0
H2-M10.6		ortholog_many2many	0
H2-M10.6		ortholog_many2many	1
H2-M10.6		ortholog_many2many	1
H2-M10.6		ortholog_many2many	1
H2-M10.6		ortholog_many2many	0
H2-M10.6		ortholog_many2many	1
H2-M10.6		ortholog_many2many	1
H2-M10.6		ortholog_many2many	0
H2-M10.6		ortholog_many2many	0
H2-M10.6	BF1	ortholog_many2many	0
H2-M10.6	YF5	ortholog_many2many	0
H2-M10.6		ortholog_many2many	0
H2-M10.6	BF2	ortholog_many2many	1
H2-M10.6		ortholog_many2many	1
H2-M10.6		ortholog_many2many	1
H2-M10.6		ortholog_many2many	1
H2-M10.6		ortholog_many2many	0
Vasp		ortholog_one2one	0
Hsph1	HSPH1	ortholog_one2one	1
Dnmt3c	DNMT3B	ortholog_one2many	1
Bnip3	BNIP3	ortholog_one2one	1
Cabp2	CABP2	ortholog_one2one	1
Slc25a10	SLC25A10	ortholog_one2one	1
Sord	SORD	ortholog_one2one	1
1810010H24Rik		ortholog_one2one	0
Tdh		ortholog_one2one	1
Arfgef3	ARFGEF3	ortholog_one2one	1
Laptm5	LAPTM5	ortholog_one2one	1
Adamts19	ADAMTS19	ortholog_one2one	1
Coil		ortholog_one2one	0
Rfc2	RFC2	ortholog_one2one	1
Nmrk2	NMRK2	ortholog_one2one	1
Lipn		ortholog_many2many	0
Chrm2	CHRM2	ortholog_one2one	1
Plcb1	PLCB1	ortholog_one2one	1
Rc3h2	RC3H2	ortholog_one2one	1
Angel2	ANGEL2	ortholog_one2one	1
Gpm6a	GPM6A	ortholog_one2one	1
Cyp2ab1	CYP2AB1	ortholog_one2one	1
Cnga2	CNGA2	ortholog_one2one	1
Slco1a4	SLCO1A2	ortholog_one2many	1
Mapre1	MAPRE1	ortholog_one2one	1
Man1a	MAN1A1	ortholog_one2one	1
Pcsk6	PCSK6	ortholog_one2one	1
Gvin1		ortholog_one2many	1
Ccdc130	CCDC130	ortholog_one2one	1
Tctn1	TCTN1	ortholog_one2one	1
Gda	GDA	ortholog_one2one	1
Parp4	PARP4	ortholog_one2one	1
Sh3rf3	SH3RF3	ortholog_one2one	1
Fundc2	FUNDC2	ortholog_one2many	1
Arl4c	ARL4C	ortholog_one2one	1
Ckap5	CKAP5	ortholog_one2one	1
Smarce1	SMARCE1	ortholog_one2one	1
Frg1		ortholog_one2one	1
Crls1	CRLS1	ortholog_one2one	1
Sowahc	SOWAHC	ortholog_one2one	1
Olfr1320		ortholog_one2one	1
Lat2	LAT2	ortholog_one2one	1
Anxa6	ANXA6	ortholog_one2one	1
Stx12	STX12	ortholog_one2one	1
Lmbrd1	LMBRD1	ortholog_one2one	1
Stap1	STAP1	ortholog_one2one	1
Ino80e		ortholog_one2one	0
Ntrk2	NTRK2	ortholog_one2one	1
Unk	UNK	ortholog_one2one	1
Hist1h3h		ortholog_one2many	0
Gm20824		ortholog_one2many	0
Jak2	JAK2	ortholog_one2one	1
Proser2		ortholog_one2one	1
Nudt19	NUDT19	ortholog_one2one	1
Epb41l1	EPB41L1	ortholog_one2one	1
Ttc4	TTC4	ortholog_one2one	1
Tsc1		ortholog_one2many	0
Tsc1		ortholog_one2many	0
Tmem38a	TMEM38A	ortholog_one2one	1
Dgcr6	DGCR6	ortholog_one2one	1
Psmb6	PSMB6	ortholog_one2one	1
Krt222	KRT222	ortholog_one2one	1
Tcfl5	TCFL5	ortholog_one2one	1
Olfr1015		ortholog_one2many	0
Vash2	VASH2	ortholog_one2one	1
Mtrf1l	MTRF1L	ortholog_one2one	1
Snrpa1	SNRPA1	ortholog_one2one	1
Urod	UROD	ortholog_one2one	1
Slc44a2	SLC44A2	ortholog_one2one	1
Pnkd	PNKD	ortholog_one2one	1
Polr1e	POLR1E	ortholog_one2one	1
Dlg5	DLG5	ortholog_one2one	1
Hist1h3i		ortholog_one2many	0
Pkd2	PKD2	ortholog_one2one	1
Adam18		ortholog_many2many	0
Vps26b	VPS26B	ortholog_one2one	1
Pappa	PAPPA	ortholog_one2one	1
E2f7	E2F7	ortholog_one2one	1
Gm20695	CLUAP1	ortholog_one2many	1
Cluap1	CLUAP1	ortholog_one2many	1
Dicer1	DICER1	ortholog_one2one	1
Rlbp1	RLBP1	ortholog_one2one	1
Apool	APOOL	ortholog_one2one	1
Esrrb	ESRRB	ortholog_one2one	1
Gm20817		ortholog_one2many	0
Thyn1	THYN1	ortholog_one2one	1
Plp2		ortholog_one2many	0
Rgs9bp	RGS9BP	ortholog_one2one	1
Entpd2	ENTPD2	ortholog_one2one	1
Vwc2	VWC2	ortholog_one2one	1
Kif2c	KIF2C	ortholog_one2one	1
B3glct	B3GLCT	ortholog_one2one	1
Agfg1	AGFG1	ortholog_one2one	1
Il9	IL9	ortholog_one2one	0
Zbtb26	ZBTB26	ortholog_one2one	1
Minar2	MINAR2	ortholog_one2one	1
Dnmt3a	DNMT3A	ortholog_one2one	1
Tnpo1	TNPO1	ortholog_one2one	1
Oxct2a	OXCT1	ortholog_one2many	1
Naa60	NAA60	ortholog_one2one	1
Dipk2b	DIPK2B	ortholog_one2one	1
Zbtb6	ZBTB6	ortholog_one2one	1
Btc	BTC	ortholog_one2one	1
Rab33b	RAB33B	ortholog_one2one	1
Cuedc2	CUEDC2	ortholog_one2one	1
Inha	INHA	ortholog_one2one	1
Kndc1		ortholog_one2one	1
Ei24	EI24	ortholog_one2one	1
2010106E10Rik		ortholog_one2one	1
Sun5		ortholog_one2many	0
Sun5		ortholog_one2many	0
Sun5		ortholog_one2many	0
Sun5		ortholog_one2many	0
Sun5		ortholog_one2many	0
Sun5		ortholog_one2many	0
Sun5		ortholog_one2many	0
Sun5		ortholog_one2many	0
Sun5		ortholog_one2many	0
Sun5		ortholog_one2many	0
Sun5		ortholog_one2many	0
Gm21973	PRLR	ortholog_one2many	0
Agxt2	AGXT2	ortholog_one2one	1
Rtn2		ortholog_one2one	0
Magea4	NSMCE3	ortholog_one2many	0
Lca5	LCA5	ortholog_one2one	1
Polr2k	POLR2K	ortholog_one2one	1
Otor	CTAGE1	ortholog_one2one	1
R3hdm1	R3HDM1	ortholog_one2one	1
Syt7	SYT7	ortholog_one2one	1
Col17a1	COL17A1	ortholog_one2one	1
Prlr	PRLR	ortholog_one2many	1
BC005561	THOC2	ortholog_one2many	1
Opn4	OPN4	ortholog_one2one	1
Dnm2	DNM2	ortholog_one2one	1
Romo1	ROMO1	ortholog_one2one	1
Rps16	RPS16	ortholog_one2one	1
Aagab	AAGAB	ortholog_one2one	1
Gabre	GABRE	ortholog_one2one	0
Emp2	EMP2	ortholog_one2one	1
Tmbim1	TMBIM1	ortholog_one2one	1
Sgpl1	SGPL1	ortholog_one2one	1
Tbc1d9b	TBC1D9B	ortholog_one2one	1
Usp25	USP25	ortholog_one2one	1
Cttn	CTTN	ortholog_one2one	1
Sh3bgrl2	SH3BGRL2	ortholog_one2one	1
Mindy4	MINDY4	ortholog_one2one	1
Amot	AMOT	ortholog_one2one	1
Dnase1l3	DNASE1L3	ortholog_one2one	1
Fndc1	FNDC1	ortholog_one2one	0
Phax	PHAX	ortholog_one2one	1
Fhod3	FHOD3	ortholog_one2one	1
Nav1	NAV1	ortholog_one2one	1
Nfs1	NFS1	ortholog_one2one	1
Tmem117	TMEM117	ortholog_one2one	1
Ftcd	FTCD	ortholog_one2one	1
Greb1l	GREB1L	ortholog_one2one	1
Pxdn	PXDN	ortholog_one2one	1
Aldh7a1	ALDH7A1	ortholog_one2one	1
Nell2	NELL2	ortholog_one2one	1
Sh3bp4	SH3BP4	ortholog_one2one	1
Mapk12	MAPK12	ortholog_one2one	1
Uvrag	UVRAG	ortholog_one2one	1
Stxbp3	STXBP3	ortholog_one2one	1
Cdh19	CDH19	ortholog_one2one	1
Atp1b3	ATP1B3	ortholog_one2one	1
Smad3	SMAD3	ortholog_one2one	1
Setd7	SETD7	ortholog_one2one	1
Nono	NONO	ortholog_one2one	1
Dclk1	DCLK1	ortholog_one2one	1
Rnf7	RNF7	ortholog_one2many	1
Magea10	NSMCE3	ortholog_one2many	0
Dysf		ortholog_one2many	1
Dysf		ortholog_one2many	0
Trib1	TRIB1	ortholog_one2one	1
Rell2	RELL2	ortholog_one2one	1
Trim26	TRIM39.2	ortholog_one2one	0
Dapp1	DAPP1	ortholog_one2one	1
Rapgef4	RAPGEF4	ortholog_one2one	1
Zbtb49	ZBTB49	ortholog_one2one	1
Trim25	TRIM25	ortholog_one2one	1
4930415L06Rik		ortholog_one2many	1
Afg1l	AFG1L	ortholog_one2one	1
Rasa2	RASA2	ortholog_one2one	1
Frmd4b	FRMD4B	ortholog_one2one	1
Fbxl21	FBXL21	ortholog_one2one	1
Psmb4	PSMB4	ortholog_one2one	1
Cbarp	CBARP	ortholog_one2one	1
Elovl4	ELOVL4	ortholog_one2one	1
Bglap2	OC3	ortholog_one2many	0
Tpgs2	TPGS2	ortholog_one2one	1
Mettl21a	METTL21A	ortholog_one2one	1
Tsga10	TSGA10	ortholog_one2one	1
Rps3a1	RPS3A	ortholog_one2one	1
Pcsk2	PCSK2	ortholog_one2one	1
Bglap	OC3	ortholog_one2many	0
Gm28036	RBM12	ortholog_one2many	0
Parm1	PARM1	ortholog_one2one	1
Matn1	MATN1	ortholog_one2one	1
Slc16a9	SLC16A9	ortholog_one2many	1
Slc16a9		ortholog_one2many	1
Itgb8	ITGB8	ortholog_one2one	1
Nkx2-1	NKX2-1	ortholog_one2one	1
Ttk	TTK	ortholog_one2one	1
Gm44	NSMCE3	ortholog_one2many	0
Fbxw10		ortholog_one2one	1
Dcaf13	DCAF13	ortholog_one2one	1
Pmf1	NNF1	ortholog_one2one	0
Ube2v2	UBE2V2	ortholog_one2one	1
AW554918	KIAA1328	ortholog_one2one	1
Armh1	ARMH1	ortholog_one2one	1
Kctd12	KCTD12	ortholog_one2one	1
Abl2	ABL2	ortholog_one2one	1
Scamp4	SCAMP4	ortholog_one2one	1
Zbtb38	ZBTB38	ortholog_one2one	1
Oxt	AVP	ortholog_one2many	1
Ccnyl1	CCNYL1	ortholog_one2one	1
Myh9	MYH9	ortholog_one2one	1
Arhgap17	ARHGAP17	ortholog_one2one	1
Map9		ortholog_one2one	0
Tekt5	TEKT5	ortholog_one2one	1
Fchsd1	FCHSD1	ortholog_one2one	1
Zfhx3	ZFHX3	ortholog_one2one	1
Tmem53	TMEM53	ortholog_one2one	1
Srsf5	SRSF5	ortholog_one2one	1
Capn1	CAPN1	ortholog_one2one	1
Slco1a1	SLCO1A2	ortholog_one2many	1
Dyrk2	DYRK2	ortholog_one2one	1
Atp5d	ATP5F1D	ortholog_one2one	1
Smad6	SMAD6	ortholog_one2one	1
Avp	AVP	ortholog_one2many	1
Acod1	ACOD1	ortholog_one2one	1
Aqp1	AQP1	ortholog_one2one	1
Klhdc1	KLHDC1	ortholog_one2one	1
Pxylp1	PXYLP1	ortholog_one2one	1
Rbm12	RBM12	ortholog_one2many	1
Stk11	STK11	ortholog_one2one	1
Cpne8	CPNE8	ortholog_one2one	1
Ghrhr	GHRHR	ortholog_one2one	1
Sept4		ortholog_one2one	1
Abhd6	ABHD6	ortholog_one2one	1
Itpka	ITPKA	ortholog_one2one	1
Slc22a3	SLC22A3	ortholog_one2one	1
Cpn1	CPN1	ortholog_one2one	1
Pde9a	PDE9A	ortholog_one2one	1
Cby1	CBY1	ortholog_one2one	1
Adam8	ADAM8	ortholog_one2one	1
Mdm4	MDM4	ortholog_one2one	1
Slc38a4	SLC38A4	ortholog_one2one	1
Itgb1bp2	ITGB1BP2	ortholog_one2one	1
Slc35g1	SLC35G1	ortholog_one2one	1
Sox6	SOX6	ortholog_one2one	1
Ano4	ANO4	ortholog_one2one	1
Fat3	FAT3	ortholog_one2one	1
Plg		ortholog_one2many	1
Plg		ortholog_one2many	1
Bpifb2	BPIFB2	ortholog_one2one	0
Ptn	PTN	ortholog_one2one	1
Furin	FURIN	ortholog_one2one	1
Lipe		ortholog_one2one	0
Mme	MME	ortholog_one2one	1
Nkx2-9	NKX2-8	ortholog_one2one	1
Hectd3		ortholog_one2many	1
Hectd3		ortholog_one2many	1
Zpbp	ZPBP	ortholog_one2one	1
Fosb	FOSB	ortholog_one2one	1
Prkag3	PRKAG3	ortholog_one2one	1
Ttc21b	TTC21B	ortholog_one2one	1
Pax9	PAX9	ortholog_one2one	1
Birc6	BIRC6	ortholog_one2one	1
Slc25a21	SLC25A21	ortholog_one2one	1
Slamf7		ortholog_one2many	0
Dtnbp1	DTNBP1	ortholog_one2one	1
Spsb4	SPSB4	ortholog_one2one	1
Npy2r	NPY2R	ortholog_one2one	1
Cpne1	CPNE1	ortholog_one2one	1
Mau2	MAU2	ortholog_one2one	1
Zfp365	ZNF365	ortholog_one2one	1
Slc25a36	SLC25A36	ortholog_one2one	1
Mgst2	MGST2	ortholog_one2one	1
Myl6		ortholog_one2many	1
Hnrnpul2		ortholog_one2many	0
Cdk2ap2	CDK2AP2	ortholog_one2one	1
Gm34653	B3GNTL	ortholog_one2one	1
Fam83g	FAM83G	ortholog_one2one	1
Olfr1018		ortholog_one2many	0
Gm50139		ortholog_one2many	1
Ddx20	DDX20	ortholog_one2one	1
Slc5a10	SLC5A10	ortholog_one2one	1
Vash1	VASH1	ortholog_one2one	1
Ksr1		ortholog_one2many	1
Ksr1		ortholog_one2many	0
Fam126b		ortholog_one2one	0
Sgip1	SGIP1	ortholog_one2one	1
Npy5r	NPY5R	ortholog_one2one	1
Inka2	INKA2	ortholog_one2one	1
Add2	ADD2	ortholog_one2one	1
Clstn2	CLSTN2	ortholog_one2one	1
Selenbp1		ortholog_many2many	1
Selenbp1	SELENBP1	ortholog_many2many	1
Selenbp1		ortholog_many2many	1
Selenbp1		ortholog_many2many	1
Csrp2	CSRP2	ortholog_one2one	1
Grap	GRAPL	ortholog_one2one	1
Thap1	THAP1	ortholog_one2one	1
Acta2	ACTA2	ortholog_one2one	1
Gm45692	RNF170	ortholog_one2many	1
Mageb2	NSMCE3	ortholog_one2many	0
Rnf170	RNF170	ortholog_one2many	1
Zwilch	ZWILCH	ortholog_one2one	1
Gm5072	NSMCE3	ortholog_one2many	0
Gm8914	NSMCE3	ortholog_one2many	0
Ramp1	RAMP1	ortholog_one2one	1
Rif1	RIF1	ortholog_one2one	1
Atp9b	ATP9B	ortholog_one2one	1
Rsph3a	RSPH3	ortholog_one2many	1
Nmnat3	NMNAT3	ortholog_one2one	1
Map4k1		ortholog_one2one	0
Nell1	NELL1	ortholog_one2one	1
Pym1	PYM1	ortholog_one2one	1
Csmd2	CSMD2	ortholog_one2one	1
Csmd3	CSMD3	ortholog_one2one	1
Ubox5	UBOX5	ortholog_one2one	1
Tlx3	TLX3	ortholog_one2one	1
Maml3		ortholog_one2many	1
Maml3		ortholog_one2many	0
Rbp1	RBP1	ortholog_one2one	1
Retreg1	RETREG1	ortholog_one2one	1
Ugt2b38		ortholog_one2many	1
Mib2	MIB2	ortholog_one2one	1
Ptpn6	PTPN6	ortholog_one2one	1
Rbp2	RBP2	ortholog_one2one	1
Katnbl1	KATNBL1	ortholog_one2one	1
Ift172	IFT172	ortholog_one2one	1
Ranbp17		ortholog_one2many	0
Ranbp17		ortholog_one2many	1
Pdcd1lg2		ortholog_one2many	0
Pdcd1lg2		ortholog_one2many	1
Fndc7		ortholog_one2one	0
Tbx15	TBX15	ortholog_one2one	1
Copb2	COPB2	ortholog_one2one	1
Art4	ART4	ortholog_one2one	1
Erlin1	ERLIN1	ortholog_one2one	1
Prkaa1	PRKAA1	ortholog_one2one	1
Abr	ABR	ortholog_one2one	1
Lect2	LECT2	ortholog_one2one	0
Ric1	RIC1	ortholog_one2one	1
Dnajc14		ortholog_one2one	1
Wrap53		ortholog_one2many	0
Wrap53		ortholog_one2many	0
Tagap	TAGAP	ortholog_one2many	1
Alpk2		ortholog_one2one	0
Eif4g3	EIF4G3	ortholog_one2one	1
Ccdc88c	CCDC88C	ortholog_one2one	1
Ttc33	TTC33	ortholog_one2one	1
Lcmt1	LCMT1	ortholog_one2one	1
Galntl6	GALNTL6	ortholog_one2one	1
Mrps22	MRPS22	ortholog_one2one	1
Zar1	ZAR1	ortholog_one2one	1
Sarnp	SARNP	ortholog_one2one	1
M1ap	M1AP	ortholog_one2one	1
Ptger4	PTGER4	ortholog_one2one	1
Gcgr	GCGR	ortholog_one2one	1
Nkain2	NKAIN2	ortholog_one2one	1
Lsm14a	LSM14A	ortholog_one2one	1
Hmces	HMCES	ortholog_one2one	1
Flvcr1	FLVCR1	ortholog_one2one	1
Echdc3	ECHDC3	ortholog_one2one	1
Mcm4	MCM4	ortholog_one2one	1
Bptf		ortholog_one2many	0
Bptf		ortholog_one2many	0
Bptf		ortholog_one2many	0
Dlk1	DLK1	ortholog_one2one	1
Eif4h	EIF4H	ortholog_one2one	1
Foxl2	FOXL2	ortholog_one2one	1
Jund	JUND	ortholog_one2one	1
Ormdl2	ORMDL2	ortholog_one2one	1
Scn3a	SCN3A	ortholog_one2one	1
Igsf1	IGSF1	ortholog_one2one	0
Gm5868	SLC10A4	ortholog_one2many	1
Nbeal1	NBEAL1	ortholog_one2one	1
Faim	FAIM	ortholog_one2many	1
Pes1	PES1	ortholog_one2one	1
Plagl2	PLAGL2	ortholog_one2one	1
Copg1	COPG1	ortholog_one2one	1
Tafa5	TAFA5	ortholog_one2one	1
Gm21969	IFFO2	ortholog_one2many	1
Ptprk	PTPRK	ortholog_one2one	1
Klhdc2	KLHDC2	ortholog_one2one	1
Iffo2	IFFO2	ortholog_one2many	1
Rsl1d1	RSL1D1	ortholog_one2one	1
Zfp711	ZNF711	ortholog_one2one	1
Mapt	MAPT	ortholog_one2one	1
Angel1	ANGEL1	ortholog_one2one	1
Rrp7a	RRP7A	ortholog_one2one	1
Birc5	BIRC5	ortholog_one2one	1
Nthl1	NTHL1	ortholog_one2one	1
Wnt6	WNT6	ortholog_one2one	1
Gm1123		ortholog_one2many	0
Asns	ASNS	ortholog_one2one	1
Mapk11	MAPK11	ortholog_one2one	1
Nemf	NEMF	ortholog_one2one	1
Decr1	DECR1	ortholog_one2one	1
Scai	SCAI	ortholog_one2one	1
Aldh4a1	ALDH4A1	ortholog_one2one	1
Eif2b3	EIF2B3	ortholog_one2one	1
Kcnip2	KCNIP2	ortholog_one2one	1
Mtmr9	MTMR9	ortholog_one2one	1
Pik3cb	PIK3CB	ortholog_one2one	1
Tha1		ortholog_one2one	1
Serhl	SERHL	ortholog_one2one	1
Spire1	SPIRE1	ortholog_one2one	1
Plpp2	PLPP2	ortholog_one2one	1
Nol11	NOL11	ortholog_one2one	1
Foxp1	FOXP1	ortholog_one2one	1
Xkr6		ortholog_one2many	1
Xkr6		ortholog_one2many	1
Fas	FAS	ortholog_one2one	1
Tgfbi	TGFBI	ortholog_one2one	1
Gm20815	SPIN1Z	ortholog_many2many	1
Gm20815	SPIN1W	ortholog_many2many	0
Gbp4	GBP	ortholog_many2many	1
Gbp4		ortholog_many2many	0
Gbp4		ortholog_many2many	1
Gbp4		ortholog_many2many	1
Gbp4		ortholog_many2many	0
Gbp4		ortholog_many2many	0
Dgke	DGKE	ortholog_one2one	1
Cdc25b	CDC25B	ortholog_one2one	1
Rgs17	RGS17	ortholog_one2one	1
Cxadr		ortholog_one2many	1
Slc9a3r2	SLC9A3R2	ortholog_one2one	1
Wars2	WARS2	ortholog_one2one	1
Agap1	AGAP1	ortholog_one2one	1
Faiml	FAIM	ortholog_one2many	1
Psmd5	PSMD5	ortholog_one2one	1
Cmc4	CMC4	ortholog_one2one	1
Dgat2	DGAT2	ortholog_one2one	1
Mrnip		ortholog_one2one	0
Usp6nl	USP6NL	ortholog_one2one	1
Gbp9	GBP	ortholog_many2many	1
Gbp9		ortholog_many2many	0
Gbp9		ortholog_many2many	1
Gbp9		ortholog_many2many	1
Gbp9		ortholog_many2many	1
Gbp9		ortholog_many2many	0
Nfrkb	NFRKB	ortholog_one2one	1
Pofut1	POFUT1	ortholog_one2one	1
Mtcp1		ortholog_one2many	1
Cep70	CEP70	ortholog_one2one	1
Sqstm1	SQSTM1	ortholog_one2one	1
Ch25h	CH25H	ortholog_one2one	1
Lipa	LIPA	ortholog_one2one	1
Cutal		ortholog_one2one	1
Saxo1	SAXO1	ortholog_one2one	1
Mogat2	MOGAT2	ortholog_one2one	1
Gbp8	GBP	ortholog_many2many	0
Gbp8		ortholog_many2many	0
Gbp8		ortholog_many2many	0
Gbp8		ortholog_many2many	0
Gbp8		ortholog_many2many	1
Gbp8		ortholog_many2many	0
Dsel	DSEL	ortholog_one2one	1
Ppp4r3a	PPP4R3A	ortholog_one2one	1
Stac3	STAC3	ortholog_one2one	1
Fndc10	FNDC10	ortholog_one2one	1
Gm525	C18H17ORF67	ortholog_one2one	1
Slamf1		ortholog_one2one	0
Rptor	RPTOR	ortholog_one2one	1
Ssu72	SSU72	ortholog_one2one	1
Zfp462	ZNF462	ortholog_one2one	1
Rbm46	RBM46	ortholog_one2one	1
Sfr1	SFR1	ortholog_one2one	1
Tomm22	TOMM22	ortholog_one2one	1
Tmigd3	ADORA3	ortholog_one2many	0
Adora3	ADORA3	ortholog_one2many	1
Plekhm3	PLEKHM3	ortholog_one2one	1
Herc3	HERC3	ortholog_one2one	1
Sox4	SOX4	ortholog_one2one	1
Limk1	LIMK1	ortholog_one2one	1
Pik3r5	PIK3R5	ortholog_one2one	1
Dtwd1	DTWD1	ortholog_one2one	1
Ccna2	CCNA2	ortholog_one2one	1
Osbpl9	OSBPL9	ortholog_one2one	1
Dok1	DOK1	ortholog_one2one	1
Brinp2	BRINP2	ortholog_one2one	1
Bpifb3		ortholog_one2one	0
Ewsr1	EWSR1	ortholog_one2one	1
Lrrc74a		ortholog_one2one	0
Esco1	ESCO1	ortholog_one2one	1
Macc1	MACC1	ortholog_one2one	1
Bckdhb	BCKDHB	ortholog_one2one	1
Myoz1	MYOZ1	ortholog_one2one	1
Fgg	FGG	ortholog_one2one	1
Gm21292	SPIN1Z	ortholog_many2many	1
Gm21292	SPIN1W	ortholog_many2many	0
Fbp2	FBP2	ortholog_one2one	1
Mgp	MGP	ortholog_one2one	1
Fndc4	FNDC4	ortholog_one2one	1
Gm21721	SPIN1Z	ortholog_many2many	1
Gm21721	SPIN1W	ortholog_many2many	0
Abcf3	ABCF3	ortholog_one2one	1
Sugp1	SUGP1	ortholog_one2one	1
Sardh	SARDH	ortholog_one2one	1
Nkx1-2	NKX1-2	ortholog_one2one	1
Socs3	SOCS3	ortholog_one2one	1
Pof1b	POF1B	ortholog_one2one	1
Phka2	PHKA2	ortholog_one2one	1
Htr2c	HTR2C	ortholog_one2one	1
2310057M21Rik	C10orf88	ortholog_one2one	1
C1galt1	C1GALT1	ortholog_one2one	1
Akap9	AKAP9	ortholog_one2one	1
Stimate		ortholog_one2one	1
Lrat	LRAT	ortholog_one2one	1
Gm21812	SPIN1Z	ortholog_many2many	1
Gm21812	SPIN1W	ortholog_many2many	0
Ppfia1	PPFIA1	ortholog_one2one	1
Pitpnm1		ortholog_one2many	1
Pitpnm1		ortholog_one2many	0
Exosc9	EXOSC9	ortholog_one2one	1
Esyt3	ESYT3	ortholog_one2one	1
Mitd1	MITD1	ortholog_one2one	1
Rchy1	RCHY1	ortholog_one2one	1
Hmx2	HMX2	ortholog_one2one	1
Tm6sf2	TM6SF2	ortholog_one2one	1
Mylip	MYLIP	ortholog_one2one	1
Slc37a3	SLC37A3	ortholog_one2one	1
Slc25a44	SLC25A44	ortholog_one2one	1
Tent5a	FAM46A	ortholog_one2one	1
Vgll4	VGLL4	ortholog_one2one	1
